itr,err
186,  1.5489645529498360e-02
187,  1.5409429396183782e-02
188,  1.5333898648350429e-02
189,  1.5254669539447020e-02
190,  1.5180101174570623e-02
191,  1.5101839969283305e-02
192,  1.5028215544024568e-02
193,  1.4950903701034328e-02
194,  1.4878205304421370e-02
195,  1.4801824838674229e-02
196,  1.4730035071414169e-02
197,  1.4654568532003321e-02
198,  1.4583670486777353e-02
199,  1.4509100935860400e-02
200,  1.4439078178546059e-02
201,  1.4365389171242042e-02
202,  1.4296225723013133e-02
203,  1.4223401288228079e-02
204,  1.4155081608483411e-02
205,  1.4083106230615327e-02
206,  1.4015615200692307e-02
207,  1.3944473802170626e-02
208,  1.3877796709800733e-02
209,  1.3807474634416856e-02
210,  1.3741597158884802e-02
211,  1.3672080155873486e-02
212,  1.3606988353841684e-02
213,  1.3538262562675103e-02
214,  1.3473942854639846e-02
215,  1.3405994790498151e-02
216,  1.3342433947844103e-02
217,  1.3275250487729122e-02
218,  1.3212435620351383e-02
219,  1.3146003989811146e-02
220,  1.3083922534275857e-02
221,  1.3018230294709719e-02
222,  1.2956870002926623e-02
223,  1.2891905039442561e-02
224,  1.2831253967822595e-02
225,  1.2767004477619760e-02
226,  1.2707050976694710e-02
227,  1.2643505457945256e-02
228,  1.2584238162425541e-02
229,  1.2521385403632641e-02
230,  1.2462793222882424e-02
231,  1.2400622292690452e-02
232,  1.2342694401599123e-02
233,  1.2281194639035171e-02
234,  1.2223920469266517e-02
235,  1.2163081474392478e-02
236,  1.2106450705992578e-02
237,  1.2046262330948502e-02
238,  1.1990264884296430e-02
239,  1.1930717224716446e-02
240,  1.1875343252800069e-02
241,  1.1816426639584123e-02
242,  1.1761666520586349e-02
243,  1.1703371512010246e-02
244,  1.1649215842191763e-02
245,  1.1591533216340712e-02
246,  1.1537972803203914e-02
247,  1.1480893550714350e-02
248,  1.1427919406436600e-02
249,  1.1371434723531731e-02
250,  1.1319038058655511e-02
251,  1.1263139340461956e-02
252,  1.1211311557829423e-02
253,  1.1155990391961523e-02
254,  1.1104723080883117e-02
255,  1.1049971241282921e-02
256,  1.0999256171929149e-02
257,  1.0945065612950874e-02
258,  1.0894894730956986e-02
259,  1.0841257581684688e-02
260,  1.0791623002959435e-02
261,  1.0738531561747693e-02
262,  1.0689425567476310e-02
263,  1.0636872296703371e-02
264,  1.0588287328537008e-02
265,  1.0536264849562046e-02
266,  1.0488193504984776e-02
267,  1.0436694593299356e-02
268,  1.0389129621165526e-02
269,  1.0338147201731268e-02
270,  1.0291081497965506e-02
271,  1.0240608640729402e-02
272,  1.0194035244182532e-02
273,  1.0144065159762558e-02
274,  1.0097977248216348e-02
275,  1.0048503283749868e-02
276,  1.0002894170065033e-02
277,  9.9539098052126729e-03
278,  9.9087729336129905e-03
279,  9.8602717767118098e-03
280,  9.8156007191996606e-03
281,  9.7675765035587971e-03
282,  9.7233649564558988e-03
283,  9.6758115367889096e-03
284,  9.6320533173975594e-03
285,  9.5849646663851863e-03
286,  9.5416537097645741e-03
287,  9.4950239147433089e-03
288,  9.4521542705963968e-03
289,  9.4059775303663249e-03
290,  9.3635433600330002e-03
291,  9.3178139817810604e-03
292,  9.2758095553326265e-03
293,  9.2305219516656718e-03
294,  9.1889416450972993e-03
295,  9.1440903311809704e-03
296,  9.1029286236973140e-03
297,  9.0585082144957491e-03
298,  9.0177596858871962e-03
299,  8.9737648935000244e-03
300,  8.9334242216045877e-03
301,  8.8898498526965974e-03
302,  8.8499118109451914e-03
303,  8.8067527642654523e-03
304,  8.7672122193067758e-03
305,  8.7244634832932509e-03
306,  8.6853153926948808e-03
307,  8.6429720431609978e-03
308,  8.6042114531845182e-03
309,  8.5622686510847361e-03
310,  8.5238906945313327e-03
311,  8.4823436838019906e-03
312,  8.4443435779261323e-03
313,  8.4031876833991024e-03
314,  8.3655607278876019e-03
315,  8.3247913532735959e-03
316,  8.2875329282875703e-03
317,  8.2471455542263289e-03
318,  8.2102511185038005e-03
319,  8.1702413006783520e-03
320,  8.1337063896949283e-03
321,  8.0940697570080038e-03
322,  8.0578899811939424e-03
323,  8.0186222340032243e-03
324,  7.9827932770140976e-03
325,  7.9438901854248598e-03
326,  7.9084078024646513e-03
327,  7.8698652046768989e-03
328,  7.8347252208708085e-03
329,  7.7965390215793164e-03
330,  7.7617373303951621e-03
331,  7.7239034992399461e-03
332,  7.6894360609557882e-03
333,  7.6519506310215295e-03
334,  7.6178134712383853e-03
335,  7.5806725376004061e-03
336,  7.5468617457979279e-03
337,  7.5100614641134553e-03
338,  7.4765731922475315e-03
339,  7.4401097773903425e-03
340,  7.4069402385307055e-03
341,  7.3708099632673650e-03
342,  7.3379554302740596e-03
343,  7.3021546239803786e-03
344,  7.2696114282176675e-03
345,  7.2341364756340620e-03
346,  7.2019010057204338e-03
347,  7.1667483457441179e-03
348,  7.1348170463370547e-03
349,  7.0999831708506095e-03
350,  7.0683525414652225e-03
351,  7.0338339941993424e-03
352,  7.0025005880592836e-03
353,  6.9682939634890433e-03
354,  6.9372543864089685e-03
355,  6.9033563286821495e-03
356,  6.8726072379804966e-03
357,  6.8390144398767479e-03
358,  6.8085525433178237e-03
359,  6.7752617452378492e-03
360,  6.7450838000021520e-03
361,  6.7120917889855972e-03
362,  6.6821946006676534e-03
363,  6.6494982094386220e-03
364,  6.6198786310713402e-03
365,  6.5874747371108405e-03
366,  6.5581296682152412e-03
367,  6.5260151928594173e-03
368,  6.4969415785195682e-03
369,  6.4651134860827303e-03
370,  6.4363083160441535e-03
371,  6.4047636129661439e-03
372,  6.3762239207578860e-03
373,  6.3449596547743639e-03
374,  6.3166825168531971e-03
375,  6.2856957761886082e-03
376,  6.2576783111051052e-03
377,  6.2269662236872020e-03
378,  6.1992055912728980e-03
379,  6.1687653239682304e-03
380,  6.1412587245431582e-03
381,  6.1110874824126839e-03
382,  6.0838321560125327e-03
383,  6.0539271815870316e-03
384,  6.0269204072096790e-03
385,  5.9972789797837411e-03
386,  5.9705180746541667e-03
387,  5.9411375095987130e-03
388,  5.9146198284518621e-03
389,  5.8854974765441990e-03
390,  5.8592204109254786e-03
391,  5.8303536576964892e-03
392,  5.8043146352789758e-03
393,  5.7757009003767549e-03
394,  5.7498973842948341e-03
395,  5.7215341208645548e-03
396,  5.6959636090634794e-03
397,  5.6678483031424101e-03
398,  5.6425083277433603e-03
399,  5.6146384976711585e-03
400,  5.5895266243511342e-03
401,  5.5618998201945021e-03
402,  5.5370136475808287e-03
403,  5.5096274505722501e-03
404,  5.4849646096511821e-03
405,  5.4578166316413363e-03
406,  5.4333747851803681e-03
407,  5.4064626681035151e-03
408,  5.3822395100869688e-03
409,  5.3555609254394929e-03
410,  5.3315541805169959e-03
411,  5.3051068288479681e-03
412,  5.2813142517955311e-03
413,  5.2550958622094648e-03
414,  5.2315152374027537e-03
415,  5.2055235670740172e-03
416,  5.1821527079734661e-03
417,  5.1563855416718249e-03
418,  5.1332222903192077e-03
419,  5.1076774399465156e-03
420,  5.0847196664728514e-03
421,  5.0593949706101904e-03
422,  5.0366405727544101e-03
423,  5.0115338962197185e-03
424,  4.9889807988579126e-03
425,  4.9640900322734721e-03
426,  4.9417361869585862e-03
427,  4.9170592463282274e-03
428,  4.8949026308396561e-03
429,  4.8704374571355178e-03
430,  4.8484760750383748e-03
431,  4.8242206337967006e-03
432,  4.8024525140108135e-03
433,  4.7784047949366677e-03
434,  4.7568279913145616e-03
435,  4.7329860078952329e-03
436,  4.7115985988092478e-03
437,  4.6879603879359860e-03
438,  4.6667604758740830e-03
439,  4.6433240974720650e-03
440,  4.6223098086421565e-03
441,  4.5990733453083171e-03
442,  4.5782428292509229e-03
443,  4.5552043858995608e-03
444,  4.5345558151085336e-03
445,  4.5117135186242942e-03
446,  4.4912450881754379e-03
447,  4.4685970870737791e-03
448,  4.4483070142610675e-03
449,  4.4258514783556456e-03
450,  4.4057380023350369e-03
451,  4.3834731224120871e-03
452,  4.3635345038524741e-03
453,  4.3414584913518900e-03
454,  4.3216930120933356e-03
455,  4.2998040987962368e-03
456,  4.2802100615149706e-03
457,  4.2585064992377332e-03
458,  4.2390822271179632e-03
459,  4.2175622874123624e-03
460,  4.1983061238247427e-03
461,  4.1769680976840489e-03
462,  4.1578784058704261e-03
463,  4.1367206034416725e-03
464,  4.1177957662062101e-03
465,  4.0968165165078309e-03
466,  4.0780549359141910e-03
467,  4.0572525865594788e-03
468,  4.0386526836339899e-03
469,  4.0180256005598134e-03
470,  3.9995858150004690e-03
471,  3.9791323822014344e-03
472,  3.9608511720925412e-03
473,  3.9405697913602643e-03
474,  3.9224456328926160e-03
475,  3.9023347235599280e-03
476,  3.8843661107564893e-03
477,  3.8644241094467247e-03
478,  3.8466095538934268e-03
479,  3.8268349142743540e-03
480,  3.8091729448562345e-03
481,  3.7895641373987140e-03
482,  3.7720533000409808e-03
483,  3.7526088117821625e-03
484,  3.7352476691961960e-03
485,  3.7159660035071926e-03
486,  3.6987531349414161e-03
487,  3.6796328112991992e-03
488,  3.6625668122945028e-03
489,  3.6436063660581761e-03
490,  3.6266858482081185e-03
491,  3.6078838303992234e-03
492,  3.5911074211145665e-03
493,  3.5724623982014763e-03
494,  3.5558287404791134e-03
495,  3.5373392941653006e-03
496,  3.5208470463615896e-03
497,  3.5025117733777419e-03
498,  3.4861596089858790e-03
499,  3.4679771208858691e-03
500,  3.4517637283174242e-03
501,  3.4337326512778044e-03
502,  3.4176567336482392e-03
503,  3.3997757082714132e-03
504,  3.3838359831895107e-03
505,  3.3661036643103668e-03
506,  3.3502988636714740e-03
507,  3.3327139201674940e-03
508,  3.3170427899505387e-03
509,  3.2996039045551017e-03
510,  3.2840652046232243e-03
511,  3.2667710737423724e-03
512,  3.2513635776471534e-03
513,  3.2342129111794051e-03
514,  3.2189354059686064e-03
515,  3.2019269271279485e-03
516,  3.1867782131566190e-03
517,  3.1699106582985495e-03
518,  3.1548895490435941e-03
519,  3.1381616674941589e-03
520,  3.1232669893720521e-03
521,  3.1066775432597644e-03
522,  3.0919081354475542e-03
523,  3.0754558995382078e-03
524,  3.0608106137976479e-03
525,  3.0444943753319075e-03
526,  3.0299720758366153e-03
527,  3.0137906343703398e-03
528,  2.9993901975360528e-03
529,  2.9833423647832999e-03
530,  2.9690626791009827e-03
531,  2.9531472787796371e-03
532,  2.9389872446514823e-03
533,  2.9232031123314151e-03
534,  2.9091616419097792e-03
535,  2.8935076248635676e-03
536,  2.8795836418924882e-03
537,  2.8640585989485245e-03
538,  2.8502510386080805e-03
539,  2.8348538400061601e-03
540,  2.8211616487594455e-03
541,  2.8058911760086313e-03
542,  2.7923133114513086e-03
543,  2.7771684571901625e-03
544,  2.7637038879025420e-03
545,  2.7486835557615917e-03
546,  2.7353312611632587e-03
547,  2.7204343656296358e-03
548,  2.7071933358364920e-03
549,  2.6924188021208071e-03
550,  2.6792880378044542e-03
551,  2.6646348017097523e-03
552,  2.6516133139592711e-03
553,  2.6370803217520690e-03
554,  2.6241671319381008e-03
555,  2.6097533402214658e-03
556,  2.5969474798624853e-03
557,  2.5826518554510980e-03
558,  2.5699523660819455e-03
559,  2.5557738858791477e-03
560,  2.5431798189217000e-03
561,  2.5291174697984224e-03
562,  2.5166278864343704e-03
563,  2.5026806651099642e-03
564,  2.4902946361556795e-03
565,  2.4764615490805888e-03
566,  2.4641781548640040e-03
567,  2.4504582181042278e-03
568,  2.4382765483437477e-03
569,  2.4246687874671050e-03
570,  2.4125879411524315e-03
571,  2.3990913911165227e-03
572,  2.3871104763914250e-03
573,  2.3737241814333126e-03
574,  2.3618423154802542e-03
575,  2.3485653290078634e-03
576,  2.3367816379344774e-03
577,  2.3236130224195241e-03
578,  2.3119266411469313e-03
579,  2.2988654680195404e-03
580,  2.2872755401723787e-03
581,  2.2743208897172988e-03
582,  2.2628265675155232e-03
583,  2.2499775287697973e-03
584,  2.2385779729221984e-03
585,  2.2258336435744246e-03
586,  2.2145280231737909e-03
587,  2.2018875094648614e-03
588,  2.1906750018847957e-03
589,  2.1781374185100479e-03
590,  2.1670172093033952e-03
591,  2.1545816793162782e-03
592,  2.1435529621151167e-03
593,  2.1312186168321915e-03
594,  2.1202805932494062e-03
595,  2.1080465721567613e-03
596,  2.0971984516890848e-03
597,  2.0850639023501203e-03
598,  2.0743049022826981e-03
599,  2.0622689802471902e-03
600,  2.0515983255596486e-03
601,  2.0396601942741814e-03
602,  2.0290771175480340e-03
603,  2.0172359482676610e-03
604,  2.0067396895952134e-03
605,  1.9949946612964225e-03
606,  1.9845844681910235e-03
607,  1.9729347674859198e-03
608,  1.9626098947935424e-03
609,  1.9510547158452293e-03
610,  1.9408144256574552e-03
611,  1.9293529700966470e-03
612,  1.9191965316648827e-03
613,  1.9078280085076376e-03
614,  1.8977546981587044e-03
615,  1.8864783237253406e-03
616,  1.8764874247782111e-03
617,  1.8653024226133914e-03
618,  1.8553932252972614e-03
619,  1.8442988260910914e-03
620,  1.8344706274646078e-03
621,  1.8234660689749210e-03
622,  1.8137181728466562e-03
623,  1.8028026998222894e-03
624,  1.7931344166723267e-03
625,  1.7823072807775370e-03
626,  1.7727179276802508e-03
627,  1.7619783874200864e-03
628,  1.7524672879680367e-03
629,  1.7418146086147644e-03
630,  1.7323810928436976e-03
631,  1.7218145463642339e-03
632,  1.7124579506791883e-03
633,  1.7019768156634808e-03
634,  1.6926964827659460e-03
635,  1.6823000443563670e-03
636,  1.6730953231725112e-03
637,  1.6627828729941583e-03
638,  1.6536531186040716e-03
639,  1.6434239546960149e-03
640,  1.6343685282639556e-03
641,  1.6242219550114346e-03
642,  1.6152402237171403e-03
643,  1.6051755517845841e-03
644,  1.5962668887554699e-03
645,  1.5862834350204916e-03
646,  1.5774472192648700e-03
647,  1.5675443067530866e-03
648,  1.5587799230943192e-03
649,  1.5489568809150137e-03
650,  1.5402637199265869e-03
651,  1.5305198832092613e-03
652,  1.5218973411507807e-03
653,  1.5122320509825002e-03
654,  1.5036795297365655e-03
655,  1.4940921331001206e-03
656,  1.4856090401101103e-03
657,  1.4760988898230036e-03
658,  1.4676846380317252e-03
659,  1.4582510926859093e-03
660,  1.4499051004750524e-03
661,  1.4405475243775042e-03
662,  1.4322692155079718e-03
663,  1.4229869786219580e-03
664,  1.4147757821750505e-03
665,  1.4055682600621856e-03
666,  1.3974236103815080e-03
667,  1.3882901841445548e-03
668,  1.3802115207787935e-03
669,  1.3711515770051458e-03
670,  1.3631383446516127e-03
671,  1.3541512753575667e-03
672,  1.3462029238064668e-03
673,  1.3372881263821238e-03
674,  1.3294041104616350e-03
675,  1.3205609876165397e-03
676,  1.3127407671386087e-03
677,  1.3039687268480461e-03
678,  1.2962117665549075e-03
679,  1.2875102220068942e-03
680,  1.2798159915183276e-03
681,  1.2711843610612172e-03
682,  1.2635523348224957e-03
683,  1.2549900419133004e-03
684,  1.2474196991438381e-03
685,  1.2389261722971392e-03
686,  1.2314169969398182e-03
687,  1.2229916696773111e-03
688,  1.2155431503484890e-03
689,  1.2071854611491633e-03
690,  1.1997970910893291e-03
691,  1.1915064833402590e-03
692,  1.1841777603653538e-03
693,  1.1759536823130600e-03
694,  1.1686841087664229e-03
695,  1.1605260134688686e-03
696,  1.1533150961738068e-03
697,  1.1452224414529434e-03
698,  1.1380696916659468e-03
699,  1.1300419400608426e-03
700,  1.1229468734253794e-03
701,  1.1149834921459155e-03
702,  1.1079456286468374e-03
703,  1.1000460895279635e-03
704,  1.0930649534465053e-03
705,  1.0852287329030103e-03
706,  1.0783038527723615e-03
707,  1.0705304317542362e-03
708,  1.0636613403156663e-03
709,  1.0559502042639629e-03
710,  1.0491364384235524e-03
711,  1.0414870772267599e-03
712,  1.0347281780126382e-03
713,  1.0271400859635988e-03
714,  1.0204355984837600e-03
715,  1.0129082742370706e-03
716,  1.0062577476376772e-03
717,  9.9879069416761255e-04
718,  9.9219368159188790e-04
719,  9.8478640615079212e-04
720,  9.7824246469836989e-04
721,  9.7089447877555255e-04
722,  9.6440316946238560e-04
723,  9.5711398874347826e-04
724,  9.5067487646221551e-04
725,  9.4344402078901254e-04
726,  9.3705667426988821e-04
727,  9.2988366760065450e-04
728,  9.2354765937284543e-04
729,  9.1643202974305558e-04
730,  9.1014693609654416e-04
731,  9.0308821558011542e-04
732,  8.9685361652800191e-04
733,  8.8985134119893270e-04
734,  8.8366682044019838e-04
735,  8.7672053033466127e-04
736,  8.7058567521743643e-04
737,  8.6369491429629647e-04
738,  8.5760931578153531e-04
739,  8.5077363189329624e-04
740,  8.4473688451890876e-04
741,  8.3795582936308270e-04
742,  8.3196753120850381e-04
743,  8.2524066029939305e-04
744,  8.1930041295057490e-04
745,  8.1262728558145249e-04
746,  8.0673469409628287e-04
747,  8.0011487330397416e-04
748,  7.9426954617812205e-04
749,  7.8770259870800758e-04
750,  7.8190414784115895e-04
751,  7.7538964411252604e-04
752,  7.6963768477504081e-04
753,  7.6317519884685028e-04
754,  7.5746934964681452e-04
755,  7.5105845918383752e-04
756,  7.4539834203448362e-04
757,  7.3905190883235465e-04
758,  7.3342386836137052e-04
759,  7.2800935029902053e-04
760,  7.2154514183118751e-04
761,  7.1705546197398074e-04
762,  7.1057961734832104e-04
763,  7.0618951376445619e-04
764,  6.9976534082026197e-04
765,  6.9541078195820406e-04
766,  6.8903786194040434e-04
767,  6.8471854916040558e-04
768,  6.7839646684032286e-04
769,  6.7411210423130570e-04
770,  6.6784044787428622e-04
771,  6.6359074222461275e-04
772,  6.5736910355798683e-04
773,  6.5315376432664523e-04
774,  6.4698173850803438e-04
775,  6.4280047779619238e-04
776,  6.3667766338215356e-04
777,  6.3253019590510102e-04
778,  6.2693333297394538e-04
779,  6.2234223787956653e-04
780,  6.1760914429578385e-04
781,  6.1264400259417441e-04
782,  6.0836000826892532e-04
783,  6.0343473219264519e-04
784,  5.9918530324217260e-04
785,  5.9429956462424185e-04
786,  5.9008441307025427e-04
787,  5.8523788661001485e-04
788,  5.8105672705799176e-04
789,  5.7624909029278923e-04
790,  5.7210163990516520e-04
791,  5.6733257318237356e-04
792,  5.6321855165208652e-04
793,  5.5848773810147066e-04
794,  5.5440686762581474e-04
795,  5.4971399313221282e-04
796,  5.4566599838706679e-04
797,  5.4133525575949517e-04
798,  5.3699535967775553e-04
799,  5.3346069620582187e-04
800,  5.2865636638096177e-04
801,  5.2564967776917747e-04
802,  5.2088384093778271e-04
803,  5.1790167095611139e-04
804,  5.1317401191284921e-04
805,  5.1021615102587623e-04
806,  5.0552635728542169e-04
807,  5.0259259794108526e-04
808,  4.9794035971186738e-04
809,  4.9503049631899863e-04
810,  4.9041550647724774e-04
811,  4.8752933538341088e-04
812,  4.8295128944753838e-04
813,  4.8008860891721129e-04
814,  4.7554720502243652e-04
815,  4.7270781521547444e-04
816,  4.6859336633051530e-04
817,  4.6538645703921169e-04
818,  4.6201277148772264e-04
819,  4.5845812955736453e-04
820,  4.5548540816735776e-04
821,  4.5195943548525548e-04
822,  4.4901083011566502e-04
823,  4.4551328805777140e-04
824,  4.4258859513691566e-04
825,  4.3911924721556141e-04
826,  4.3621826505030385e-04
827,  4.3277687689211969e-04
828,  4.2989940564743131e-04
829,  4.2648574497154332e-04
830,  4.2363158665034532e-04
831,  4.2024542324685057e-04
832,  4.1741438167011767e-04
833,  4.1405548737884240e-04
834,  4.1124736816597438e-04
835,  4.0855007088200831e-04
836,  4.0513012740496111e-04
837,  4.0311287067627062e-04
838,  3.9964571784085676e-04
839,  3.9771976252609749e-04
840,  3.9428048707880318e-04
841,  3.9237037457641693e-04
842,  3.8895874623536735e-04
843,  3.8706433839700059e-04
844,  3.8368012890755251e-04
845,  3.8180128894529919e-04
846,  3.7844427205971793e-04
847,  3.7658086452980441e-04
848,  3.7325081598719041e-04
849,  3.7140270677390080e-04
850,  3.6809940428035777e-04
851,  3.6626646058018816e-04
852,  3.6340085102103586e-04
853,  3.6117177409530720e-04
854,  3.5894145928880370e-04
855,  3.5648289028955435e-04
856,  3.5451834221811665e-04
857,  3.5207969866872909e-04
858,  3.5013119162103734e-04
859,  3.4771230571842580e-04
860,  3.4577970219201287e-04
861,  3.4338040767391384e-04
862,  3.4146357147581791e-04
863,  3.3908370360416409e-04
864,  3.3718249983596054e-04
865,  3.3482189538046580e-04
866,  3.3293619042350751e-04
867,  3.3059468764548859e-04
868,  3.2872434914636120e-04
869,  3.2678860802247043e-04
870,  3.2454668463895213e-04
871,  3.2319634697435223e-04
872,  3.2074728768114163e-04
873,  3.1963340986993703e-04
874,  3.1720411748002025e-04
875,  3.1609954550217709e-04
876,  3.1368985519417283e-04
877,  3.1259450505341919e-04
878,  3.1020425348737618e-04
879,  3.0911804206815201e-04
880,  3.0674706737012452e-04
881,  3.0566991242612652e-04
882,  3.0331805417295850e-04
883,  3.0224987431586047e-04
884,  2.9991697352015886e-04
885,  2.9885768820852590e-04
886,  2.9707082882825009e-04
887,  2.9549311683219184e-04
888,  2.9425103837644236e-04
889,  2.9264451315022289e-04
890,  2.9145436802255857e-04
891,  2.8986094661203368e-04
892,  2.8868061766086119e-04
893,  2.8710018801908705e-04
894,  2.8592958912803816e-04
895,  2.8436204026984624e-04
896,  2.8320108618038733e-04
897,  2.8164630817033092e-04
898,  2.8049491447130126e-04
899,  2.7895279841179155e-04
900,  2.7781088152910603e-04
901,  2.7659186367116255e-04
902,  2.7514879673519536e-04
903,  2.7443361313765868e-04
904,  2.7278351958341272e-04
905,  2.7229317208436889e-04
906,  2.7065646030478477e-04
907,  2.7017038410191100e-04
908,  2.6854694122769852e-04
909,  2.6806509434209078e-04
910,  2.6645480854375382e-04
911,  2.6597714949881343e-04
912,  2.6437990997536744e-04
913,  2.6390639778930936e-04
914,  2.6232209475714961e-04
915,  2.6185268893561870e-04
916,  2.6055267801011793e-04
917,  2.5981587414637106e-04
918,  2.5898657394630184e-04
919,  2.5803469915968336e-04
920,  2.5743351831504599e-04
921,  2.5648949863537533e-04
922,  2.5589339403438117e-04
923,  2.5495716046698848e-04
924,  2.5436608523734877e-04
925,  2.5343756947637878e-04
926,  2.5285147725638535e-04
927,  2.5193061167638465e-04
928,  2.5134945660795950e-04
929,  2.5043617425558060e-04
930,  2.4985991097746350e-04
931,  2.4933539739794793e-04
932,  2.4838272920431462e-04
933,  2.4829163502979035e-04
