itr,err
2,  6.7367660512117858e-02
3,  6.5465663796122370e-02
4,  6.3831771270358093e-02
5,  6.2387349618927675e-02
6,  6.1085602733123204e-02
7,  5.9896146463869288e-02
8,  5.8797969709291083e-02
9,  5.7775840614111389e-02
10,  5.6818305839235507e-02
11,  5.5916498922908273e-02
12,  5.5063391348104458e-02
13,  5.4253300829947143e-02
14,  5.3481556591990838e-02
15,  5.2744264470196173e-02
16,  5.2038137738364083e-02
17,  5.1360372507448168e-02
18,  5.0708554145160026e-02
19,  5.0080585775794079e-02
20,  4.9474632812518307e-02
21,  4.8889079338542876e-02
22,  4.8322493384927147e-02
23,  4.7773598984186261e-02
24,  4.7241253451375580e-02
25,  4.6724428745684173e-02
26,  4.6222196051489417e-02
27,  4.5733712924576460e-02
28,  4.5258212500733211e-02
29,  4.4794994376367317e-02
30,  4.4343416855181873e-02
31,  4.3902890318967061e-02
32,  4.3472871529616958e-02
33,  4.3052858707402671e-02
34,  4.2642387260107280e-02
35,  4.2241026060881065e-02
36,  4.1848374191086148e-02
37,  4.1464058079087741e-02
38,  4.1087728977746971e-02
39,  4.0719060732891749e-02
40,  4.0357747802795330e-02
41,  4.0003503495015157e-02
42,  3.9656058392150619e-02
43,  3.9315158942371239e-02
44,  3.8980566194130470e-02
45,  3.8652054657453090e-02
46,  3.8329411276666711e-02
47,  3.8012434501544248e-02
48,  3.7700933445581362e-02
49,  3.7394727121633359e-02
50,  3.7093643746401159e-02
51,  3.6797520106344850e-02
52,  3.6506200978524112e-02
53,  3.6219538600668490e-02
54,  3.5937392185460368e-02
55,  3.5659627474607977e-02
56,  3.5386116328800482e-02
57,  3.5116736350078649e-02
58,  3.4851370533547060e-02
59,  3.4589906945689308e-02
60,  3.4332238426845019e-02
61,  3.4078262315668399e-02
62,  3.3827880193615399e-02
63,  3.3580997647708583e-02
64,  3.3337524050006555e-02
65,  3.3097372352362715e-02
66,  3.2860458895196530e-02
67,  3.2626703229125142e-02
68,  3.2396027948414972e-02
69,  3.2168358535307189e-02
70,  3.1943623214363920e-02
71,  3.1721752816056631e-02
72,  3.1502680648890662e-02
73,  3.1286342379422030e-02
74,  3.1072675919580066e-02
75,  3.0861621320759654e-02
76,  3.0653120674194102e-02
77,  3.0447118017159786e-02
78,  3.0243559244602418e-02
79,  3.0042392025807361e-02
80,  2.9843565725769274e-02
81,  2.9647031330941473e-02
82,  2.9452741379072906e-02
83,  2.9260649892862582e-02
84,  2.9070712317182640e-02
85,  2.8882885459639650e-02
86,  2.8697127434261761e-02
87,  2.8513397608115165e-02
88,  2.8331656550666773e-02
89,  2.8151865985725732e-02
90,  2.7973988745804316e-02
91,  2.7797988728755565e-02
92,  2.7623830856549250e-02
93,  2.7451481036062222e-02
94,  2.7280906121764262e-02
95,  2.7112073880190928e-02
96,  2.6944952956100228e-02
97,  2.6779512840218359e-02
98,  2.6615723838485726e-02
99,  2.6453557042718193e-02
100,  2.6292984302608017e-02
101,  2.6133978198988921e-02
102,  2.5976512018298793e-02
103,  2.5820559728174163e-02
104,  2.5666095954118236e-02
105,  2.5513095957183280e-02
106,  2.5361535612616656e-02
107,  2.5211391389419611e-02
108,  2.5062640330771220e-02
109,  2.4915260035274150e-02
110,  2.4769228638981018e-02
111,  2.4624524798160585e-02
112,  2.4481127672768603e-02
113,  2.4339016910587239e-02
114,  2.4198172632001583e-02
115,  2.4058575415380284e-02
116,  2.3920206283033287e-02
117,  2.3783046687717604e-02
118,  2.3647078499665287e-02
119,  2.3512283994109571e-02
120,  2.3378645839285197e-02
121,  2.3246147084881146e-02
122,  2.3114771150924678e-02
123,  2.2984501817077480e-02
124,  2.2855323212325057e-02
125,  2.2727219805040756e-02
126,  2.2600176393409034e-02
127,  2.2474178096191417e-02
128,  2.2349210343819519e-02
129,  2.2225258869802009e-02
130,  2.2102309702430743e-02
131,  2.1980349156774336e-02
132,  2.1859363826945827e-02
133,  2.1739340578633609e-02
134,  2.1620266541884238e-02
135,  2.1502129104126674e-02
136,  2.1384915903428101e-02
137,  2.1268614821971749e-02
138,  2.1153213979747534e-02
139,  2.1038701728447178e-02
140,  2.0925066645555587e-02
141,  2.0812297528630602e-02
142,  2.0700383389763662e-02
