itr,err
2,  6.9384745785568261e-02
3,  6.8141065661466715e-02
4,  6.7058866301093450e-02
5,  6.6092784675263971e-02
6,  6.5214987013968648e-02
7,  6.4407104798077208e-02
8,  6.3656313523241151e-02
9,  6.2953257727830461e-02
10,  6.2290871349230233e-02
11,  6.1663665827840677e-02
12,  6.1067278699140672e-02
13,  6.0498175321718931e-02
14,  5.9953444850090500e-02
15,  5.9430656510759142e-02
16,  5.8927755771433499e-02
17,  5.8442987672032792e-02
18,  5.7974839118864988e-02
19,  5.7521994712965673e-02
20,  5.7083302428053269e-02
21,  5.6657746582237489e-02
22,  5.6244426295615768e-02
23,  5.5842538132331920e-02
24,  5.5451361975276732e-02
25,  5.5070249427197827e-02
26,  5.4698614207290754e-02
27,  5.4335924139296526e-02
28,  5.3981694420320733e-02
29,  5.3635481928828541e-02
30,  5.3296880382305324e-02
31,  5.2965516194597870e-02
32,  5.2641044913252645e-02
33,  5.2323148140632526e-02
34,  5.2011530860895584e-02
35,  5.1705919109328355e-02
36,  5.1406057931938837e-02
37,  5.1111709592333542e-02
38,  5.0822651990217280e-02
39,  5.0538677261783280e-02
40,  5.0259590537065732e-02
41,  4.9985208833274286e-02
42,  4.9715360066356261e-02
43,  4.9449882165715171e-02
44,  4.9188622279226553e-02
45,  4.8931436057549890e-02
46,  4.8678187008280888e-02
47,  4.8428745911792435e-02
48,  4.8182990291716674e-02
49,  4.7940803933949012e-02
50,  4.7702076448850890e-02
51,  4.7466702872001575e-02
52,  4.7234583299436111e-02
53,  4.7005622553791197e-02
54,  4.6779729878225665e-02
55,  4.6556818655338450e-02
56,  4.6336806148636528e-02
57,  4.6119613264380258e-02
58,  4.5905164331878585e-02
59,  4.5693386900516289e-02
60,  4.5484211551982033e-02
61,  4.5277571726332129e-02
62,  4.5073403560659663e-02
63,  4.4871645739274484e-02
64,  4.4672239354405542e-02
65,  4.4475127776534742e-02
66,  4.4280256533563149e-02
67,  4.4087573198085060e-02
68,  4.3897027282113588e-02
69,  4.3708570138666636e-02
70,  4.3522154869673937e-02
71,  4.3337736239715929e-02
72,  4.3155270595150015e-02
73,  4.2974715788219438e-02
74,  4.2796031105772202e-02
75,  4.2619177202256553e-02
76,  4.2444116036679830e-02
77,  4.2270810813250258e-02
78,  4.2099225925442171e-02
79,  4.1929326903244656e-02
80,  4.1761080363377834e-02
81,  4.1594453962272439e-02
