itr,res
247,  3.9453193204729033e-05
248,  3.9124773003667620e-05
249,  3.8799300355978755e-05
250,  3.8476744362901282e-05
251,  3.8157074541286982e-05
252,  3.7840260816169765e-05
253,  3.7526273513398290e-05
254,  3.7215083352583206e-05
255,  3.6906661440098570e-05
256,  3.6600979262291667e-05
257,  3.6298008678815733e-05
258,  3.5997721916169972e-05
259,  3.5700091561326684e-05
260,  3.5405090555527484e-05
261,  3.5112692188228622e-05
262,  3.4822870091160037e-05
263,  3.4535598232516680e-05
264,  3.4250850911304233e-05
265,  3.3968602751762324e-05
266,  3.3688828697972914e-05
267,  3.3411504008506204e-05
268,  3.3136604251252952e-05
269,  3.2864105298317248e-05
270,  3.2593983321052091e-05
271,  3.2326214785178380e-05
272,  3.2060776446009973e-05
273,  3.1797645343789198e-05
274,  3.1536798799112404e-05
275,  3.1278214408434435e-05
276,  3.1021870039717151e-05
277,  3.0767743828076842e-05
278,  3.0515814171624171e-05
279,  3.0266059727312425e-05
280,  3.0018459406897713e-05
281,  2.9772992372997310e-05
282,  2.9529638035168049e-05
283,  2.9288376046152941e-05
284,  2.9049186298107470e-05
285,  2.8812048918977109e-05
286,  2.8576944268873199e-05
287,  2.8343852936606109e-05
288,  2.8112755736199631e-05
289,  2.7883633703547472e-05
290,  2.7656468093048749e-05
291,  2.7431240374402927e-05
292,  2.7207932229406939e-05
293,  2.6986525548813265e-05
294,  2.6767002429270563e-05
295,  2.6549345170316174e-05
296,  2.6333536271401008e-05
297,  2.6119558429020502e-05
298,  2.5907394533828473e-05
299,  2.5697027667881554e-05
300,  2.5488441101859426e-05
301,  2.5281618292409348e-05
302,  2.5076542879467287e-05
303,  2.4873198683691218e-05
304,  2.4671569703882029e-05
305,  2.4471640114511655e-05
306,  2.4273394263256184e-05
307,  2.4076816668555289e-05
308,  2.3881892017284321e-05
309,  2.3688605162386068e-05
310,  2.3496941120608673e-05
311,  2.3306885070248723e-05
312,  2.3118422348941764e-05
313,  2.2931538451488296e-05
314,  2.2746219027728079e-05
315,  2.2562449880445416e-05
316,  2.2380216963300796e-05
317,  2.2199506378821184e-05
318,  2.2020304376394409e-05
319,  2.1842597350322786e-05
320,  2.1666371837904873e-05
321,  2.1491614517524918e-05
322,  2.1318312206824126e-05
323,  2.1146451860854296e-05
324,  2.0976020570276917e-05
325,  2.0807005559627214e-05
326,  2.0639394185523568e-05
327,  2.0473173935018656e-05
328,  2.0308332423884504e-05
329,  2.0144857394949217e-05
330,  1.9982736716510970e-05
331,  1.9821958380705270e-05
332,  1.9662510501934195e-05
333,  1.9504381315334768e-05
334,  1.9347559175254795e-05
335,  1.9192032553726515e-05
336,  1.9037790039031029e-05
337,  1.8884820334214739e-05
338,  1.8733112255684120e-05
339,  1.8582654731790556e-05
340,  1.8433436801424564e-05
341,  1.8285447612722094e-05
342,  1.8138676421635709e-05
343,  1.7993112590677987e-05
344,  1.7848745587600085e-05
345,  1.7705564984112775e-05
346,  1.7563560454636315e-05
347,  1.7422721775053991e-05
348,  1.7283038821487990e-05
349,  1.7144501569096884e-05
350,  1.7007100090908419e-05
351,  1.6870824556643009e-05
352,  1.6735665231546228e-05
353,  1.6601612475298193e-05
354,  1.6468656740870100e-05
355,  1.6336788573422291e-05
356,  1.6205998609258281e-05
357,  1.6076277574716104e-05
358,  1.5947616285157555e-05
359,  1.5820005643908437e-05
360,  1.5693436641258330e-05
361,  1.5567900353431657e-05
362,  1.5443387941630633e-05
363,  1.5319890651041803e-05
364,  1.5197399809882606e-05
365,  1.5075906828442655e-05
366,  1.4955403198180801e-05
367,  1.4835880490761899e-05
368,  1.4717330357189753e-05
369,  1.4599744526891563e-05
370,  1.4483114806854792e-05
371,  1.4367433080735648e-05
372,  1.4252691308033035e-05
373,  1.4138881523203008e-05
374,  1.4025995834879756e-05
375,  1.3914026425011831e-05
376,  1.3802965548075988e-05
377,  1.3692805530262758e-05
378,  1.3583538768716637e-05
379,  1.3475157730726128e-05
380,  1.3367654952988437e-05
381,  1.3261023040837542e-05
382,  1.3155254667510968e-05
383,  1.3050342573396485e-05
384,  1.2946279565337161e-05
385,  1.2843058515884972e-05
386,  1.2740672362629594e-05
387,  1.2639114107470953e-05
388,  1.2538376815955760e-05
389,  1.2438453616583618e-05
390,  1.2339337700162428e-05
391,  1.2241022319130502e-05
392,  1.2143500786897989e-05
393,  1.2046766477231159e-05
394,  1.1950812823616622e-05
395,  1.1855633318595245e-05
396,  1.1761221513199529e-05
397,  1.1667571016314970e-05
398,  1.1574675494090911e-05
399,  1.1482528669328598e-05
400,  1.1391124320918313e-05
401,  1.1300456283254798e-05
402,  1.1210518445645436e-05
403,  1.1121304751788394e-05
404,  1.1032809199186388e-05
405,  1.0945025838581489e-05
406,  1.0857948773473053e-05
407,  1.0771572159516418e-05
408,  1.0685890204033655e-05
409,  1.0600897165473884e-05
410,  1.0516587352921183e-05
411,  1.0432955125535065e-05
412,  1.0349994892113556e-05
413,  1.0267701110553022e-05
414,  1.0186068287364653e-05
415,  1.0105090977184071e-05
416,  1.0024763782327746e-05
417,  9.9450813522715909e-06
418,  9.8660383832190191e-06
419,  9.7876296176205197e-06
420,  9.7098498437296294e-06
421,  9.6326938951482821e-06
422,  9.5561566503707838e-06
423,  9.4802330323697382e-06
424,  9.4049180081368353e-06
425,  9.3302065882684788e-06
426,  9.2560938265314603e-06
427,  9.1825748194510453e-06
428,  9.1096447058959794e-06
429,  9.0372986666660414e-06
430,  8.9655319240899356e-06
431,  8.8943397416297874e-06
432,  8.8237174234704049e-06
433,  8.7536603141484734e-06
434,  8.6841637981506634e-06
435,  8.6152232995456900e-06
436,  8.5468342815955736e-06
437,  8.4789922463899474e-06
438,  8.4116927344713615e-06
439,  8.3449313244729502e-06
440,  8.2787036327687981e-06
441,  8.2130053131003159e-06
442,  8.1478320562283283e-06
443,  8.0831795896042203e-06
444,  8.0190436769878677e-06
445,  7.9554201181475705e-06
446,  7.8923047485029695e-06
447,  7.8296934387847132e-06
448,  7.7675820947259958e-06
449,  7.7059666567082701e-06
450,  7.6448430994816151e-06
451,  7.5842074317969789e-06
452,  7.5240556961394232e-06
453,  7.4643839683724924e-06
454,  7.4051883574614075e-06
455,  7.3464650051564545e-06
456,  7.2882100856834531e-06
457,  7.2304198054736989e-06
458,  7.1730904028276593e-06
459,  7.1162181476614358e-06
460,  7.0597993411982809e-06
461,  7.0038303156791694e-06
462,  6.9483074341034114e-06
463,  6.8932270899186392e-06
464,  6.8385857067745037e-06
465,  6.7843797382083800e-06
466,  6.7306056674351173e-06
467,  6.6772600070140039e-06
468,  6.6243392986350565e-06
469,  6.5718401128220194e-06
470,  6.5197590486964622e-06
471,  6.4680927336979854e-06
472,  6.4168378233606080e-06
473,  6.3659910010332431e-06
474,  6.3155489776365775e-06
475,  6.2655084914300496e-06
476,  6.2158663077589152e-06
477,  6.1666192188114283e-06
478,  6.1177640433856526e-06
479,  6.0692976266414031e-06
480,  6.0212168398845496e-06
481,  5.9735185803068958e-06
482,  5.9261997708075154e-06
483,  5.8792573597046050e-06
484,  5.8326883205542993e-06
485,  5.7864896519032584e-06
486,  5.7406583770940961e-06
487,  5.6951915440163206e-06
488,  5.6500862249187016e-06
489,  5.6053395161828093e-06
490,  5.5609485381047306e-06
491,  5.5169104347019472e-06
492,  5.4732223734932113e-06
493,  5.4298815453005135e-06
494,  5.3868851640337712e-06
495,  5.3442304665206082e-06
496,  5.3019147122592556e-06
497,  5.2599351832639944e-06
498,  5.2182891838539489e-06
499,  5.1769740404477082e-06
500,  5.1359871013988510e-06
501,  5.0953257367699219e-06
502,  5.0549873381897061e-06
503,  5.0149693186273339e-06
504,  4.9752691122186906e-06
505,  4.9358841741048364e-06
506,  4.8968119802260038e-06
507,  4.8580500271498048e-06
508,  4.8195958318984845e-06
509,  4.7814469317752517e-06
510,  4.7436008841810576e-06
511,  4.7060552664460313e-06
512,  4.6688076756688004e-06
513,  4.6318557285326194e-06
514,  4.5951970611432213e-06
515,  4.5588293288683908e-06
516,  4.5227502061670715e-06
517,  4.4869573864296581e-06
518,  4.4514485818221041e-06
519,  4.4162215231065013e-06
520,  4.3812739595112699e-06
521,  4.3466036585564993e-06
522,  4.3122084059028040e-06
523,  4.2780860051957922e-06
524,  4.2442342779155212e-06
525,  4.2106510632246545e-06
526,  4.1773342178238629e-06
527,  4.1442816157984101e-06
528,  4.1114911484687116e-06
529,  4.0789607242536488e-06
530,  4.0466882685228971e-06
531,  4.0146717234480490e-06
532,  3.9829090478676403e-06
533,  3.9513982171517669e-06
534,  3.9201372230474423e-06
535,  3.8891240735668041e-06
536,  3.8583567928039479e-06
537,  3.8278334208771599e-06
538,  3.7975520136993999e-06
539,  3.7675106429277211e-06
540,  3.7377073957954322e-06
541,  3.7081403749737214e-06
542,  3.6788076984569006e-06
543,  3.6497074994389352e-06
544,  3.6208379261743811e-06
545,  3.5921971418688603e-06
546,  3.5637833245268640e-06
547,  3.5355946668569534e-06
548,  3.5076293761320469e-06
549,  3.4798856740730132e-06
550,  3.4523617967472864e-06
551,  3.4250559944125464e-06
552,  3.3979665314218683e-06
553,  3.3710916861124829e-06
554,  3.3444297506715047e-06
555,  3.3179790310410689e-06
556,  3.2917378467790548e-06
557,  3.2657045309759654e-06
558,  3.2398774301189228e-06
559,  3.2142549040014029e-06
560,  3.1888353255887010e-06
561,  3.1636170809366713e-06
562,  3.1385985690500153e-06
563,  3.1137782018193809e-06
564,  3.0891544038775167e-06
565,  3.0647256125117835e-06
566,  3.0404902775487691e-06
567,  3.0164468612673614e-06
568,  2.9925938382865536e-06
569,  2.9689296954603996e-06
570,  2.9454529317831667e-06
571,  2.9221620582849016e-06
572,  2.8990555979465001e-06
573,  2.8761320855815073e-06
574,  2.8533900677467647e-06
575,  2.8308281026621190e-06
576,  2.8084447600862786e-06
577,  2.7862386212444828e-06
578,  2.7642082787162543e-06
579,  2.7423523363712241e-06
580,  2.7206694092376300e-06
581,  2.6991581234571472e-06
582,  2.6778171161431963e-06
583,  2.6566450353274194e-06
584,  2.6356405398718502e-06
585,  2.6148022993462577e-06
586,  2.5941289939894132e-06
587,  2.5736193145651067e-06
588,  2.5532719623436285e-06
589,  2.5330856489431614e-06
590,  2.5130590963088473e-06
591,  2.4931910365901001e-06
592,  2.4734802120703295e-06
593,  2.4539253750823504e-06
594,  2.4345252879402579e-06
595,  2.4152787228227520e-06
596,  2.3961844617359915e-06
597,  2.3772412964046337e-06
598,  2.3584480282043521e-06
599,  2.3398034680832353e-06
600,  2.3213064364731718e-06
601,  2.3029557632354306e-06
602,  2.2847502875546290e-06
603,  2.2666888578907779e-06
604,  2.2487703318935046e-06
605,  2.2309935763107538e-06
606,  2.2133574669506403e-06
607,  2.1958608885684023e-06
608,  2.1785027348340364e-06
609,  2.1612819082190601e-06
610,  2.1441973199603459e-06
611,  2.1272478899808168e-06
612,  2.1104325467839932e-06
613,  2.0937502274465428e-06
614,  2.0771998774967781e-06
615,  2.0607804508747130e-06
616,  2.0444909098450895e-06
617,  2.0283302249547570e-06
618,  2.0122973749401975e-06
619,  1.9963913466817576e-06
620,  1.9806111351163251e-06
621,  1.9649557431906192e-06
622,  1.9494241817998154e-06
623,  1.9340154696979083e-06
624,  1.9187286334724961e-06
625,  1.9035627074348394e-06
626,  1.8885167335967445e-06
627,  1.8735897616001747e-06
628,  1.8587808486327110e-06
629,  1.8440890594041561e-06
630,  1.8295134660531921e-06
631,  1.8150531481061558e-06
632,  1.8007071924091781e-06
633,  1.7864746930696801e-06
634,  1.7723547514102863e-06
635,  1.7583464758923495e-06
636,  1.7444489820707315e-06
637,  1.7306613925334069e-06
638,  1.7169828368401822e-06
639,  1.7034124514785895e-06
640,  1.6899493797991607e-06
641,  1.6765927719569737e-06
642,  1.6633417848645318e-06
643,  1.6501955821465485e-06
644,  1.6371533340574795e-06
645,  1.6242142174552881e-06
646,  1.6113774157384843e-06
647,  1.5986421187911645e-06
648,  1.5860075229413762e-06
649,  1.5734728308862567e-06
650,  1.5610372516749267e-06
651,  1.5487000006252919e-06
652,  1.5364602993011061e-06
653,  1.5243173754314034e-06
654,  1.5122704629002926e-06
655,  1.5003188016558955e-06
656,  1.4884616376903169e-06
657,  1.4766982229875310e-06
658,  1.4650278154607530e-06
659,  1.4534496789255422e-06
660,  1.4419630830300016e-06
661,  1.4305673032289384e-06
662,  1.4192616207232715e-06
663,  1.4080453224257674e-06
664,  1.3969177009022406e-06
665,  1.3858780543312828e-06
666,  1.3749256864714941e-06
667,  1.3640599066034331e-06
668,  1.3532800294725160e-06
669,  1.3425853752842563e-06
670,  1.3319752696268619e-06
671,  1.3214490434368499e-06
672,  1.3110060329621971e-06
673,  1.3006455797198738e-06
674,  1.2903670304438897e-06
675,  1.2801697370549304e-06
676,  1.2700530566059939e-06
677,  1.2600163512612990e-06
678,  1.2500589882409485e-06
679,  1.2401803397681129e-06
680,  1.2303797830647446e-06
681,  1.2206567002800101e-06
682,  1.2110104784635549e-06
683,  1.2014405095375745e-06
684,  1.1919461902185220e-06
685,  1.1825269220314077e-06
686,  1.1731821112324704e-06
687,  1.1639111687955364e-06
688,  1.1547135103509165e-06
689,  1.1455885561703441e-06
690,  1.1365357311117846e-06
691,  1.1275544646083158e-06
692,  1.1186441906017586e-06
693,  1.1098043475163771e-06
694,  1.1010343782380615e-06
695,  1.0923337300714922e-06
696,  1.0837018546826614e-06
697,  1.0751382081027252e-06
698,  1.0666422506590986e-06
699,  1.0582134469629326e-06
700,  1.0498512658611689e-06
701,  1.0415551804232231e-06
702,  1.0333246678757121e-06
703,  1.0251592095923069e-06
704,  1.0170582910703509e-06
705,  1.0090214018557616e-06
706,  1.0010480355612338e-06
707,  9.9313768980399530e-07
