itr,res
934,  3.2148645772789610e-06
935,  3.2022409016759882e-06
936,  3.1896671284307009e-06
937,  3.1771430568549899e-06
938,  3.1646684871213507e-06
939,  3.1522432202327873e-06
940,  3.1398670580171418e-06
941,  3.1275398031482263e-06
942,  3.1152612591114909e-06
943,  3.1030312302297621e-06
944,  3.0908495216339081e-06
945,  3.0787159392692664e-06
946,  3.0666302898967644e-06
947,  3.0545923810903485e-06
948,  3.0426020212105765e-06
949,  3.0306590194390847e-06
950,  3.0187631857347494e-06
951,  3.0069143308641278e-06
952,  2.9951122663712424e-06
953,  2.9833568045971922e-06
954,  2.9716477586583994e-06
955,  2.9599849424465069e-06
956,  2.9483681706369332e-06
957,  2.9367972586729067e-06
958,  2.9252720227616242e-06
959,  2.9137922798776113e-06
960,  2.9023578477631022e-06
961,  2.8909685449074465e-06
962,  2.8796241905538408e-06
963,  2.8683246047104739e-06
964,  2.8570696081208530e-06
965,  2.8458590222656490e-06
966,  2.8346926693868181e-06
967,  2.8235703724482558e-06
968,  2.8124919551515841e-06
969,  2.8014572419269649e-06
970,  2.7904660579429702e-06
971,  2.7795182290746810e-06
972,  2.7686135819314293e-06
973,  2.7577519438349313e-06
974,  2.7469331428248890e-06
975,  2.7361570076466607e-06
976,  2.7254233677603713e-06
977,  2.7147320533286638e-06
978,  2.7040828952078343e-06
979,  2.6934757249684595e-06
980,  2.6829103748615070e-06
981,  2.6723866778440233e-06
982,  2.6619044675502590e-06
983,  2.6514635783038703e-06
984,  2.6410638451227224e-06
985,  2.6307051036860476e-06
986,  2.6203871903676422e-06
987,  2.6101099422060798e-06
988,  2.5998731969097346e-06
989,  2.5896767928609658e-06
990,  2.5795205691096675e-06
991,  2.5694043653565373e-06
992,  2.5593280219707456e-06
993,  2.5492913799771618e-06
994,  2.5392942810528518e-06
995,  2.5293365675242637e-06
996,  2.5194180823655152e-06
997,  2.5095386692018258e-06
998,  2.4996981722911491e-06
999,  2.4898964365344560e-06
1000,  2.4801333074781514e-06
1001,  2.4704086312899184e-06
1002,  2.4607222547676283e-06
1003,  2.4510740253518598e-06
1004,  2.4414637910918424e-06
1005,  2.4318914006700311e-06
1006,  2.4223567033871233e-06
1007,  2.4128595491548871e-06
1008,  2.4033997885064184e-06
1009,  2.3939772725886667e-06
1010,  2.3845918531502814e-06
1011,  2.3752433825460196e-06
1012,  2.3659317137421769e-06
1013,  2.3566567003019256e-06
1014,  2.3474181963887649e-06
1015,  2.3382160567542859e-06
1016,  2.3290501367578957e-06
1017,  2.3199202923357371e-06
1018,  2.3108263800206781e-06
1019,  2.3017682569343563e-06
1020,  2.2927457807639383e-06
1021,  2.2837588098028323e-06
1022,  2.2748072028946619e-06
1023,  2.2658908194843436e-06
1024,  2.2570095195751066e-06
1025,  2.2481631637455137e-06
1026,  2.2393516131318083e-06
1027,  2.2305747294572076e-06
1028,  2.2218323749899917e-06
1029,  2.2131244125706635e-06
1030,  2.2044507055824601e-06
1031,  2.1958111179847836e-06
1032,  2.1872055142763435e-06
1033,  2.1786337595095512e-06
1034,  2.1700957192944354e-06
1035,  2.1615912597692232e-06
1036,  2.1531202476337840e-06
1037,  2.1446825501274598e-06
1038,  2.1362780350157246e-06
1039,  2.1279065706221155e-06
1040,  2.1195680257836100e-06
1041,  2.1112622698792518e-06
1042,  2.1029891728300048e-06
1043,  2.0947486050571130e-06
1044,  2.0865404375357050e-06
1045,  2.0783645417485060e-06
1046,  2.0702207896994193e-06
1047,  2.0621090539204523e-06
1048,  2.0540292074505863e-06
1049,  2.0459811238546421e-06
1050,  2.0379646771966682e-06
1051,  2.0299797420557708e-06
1052,  2.0220261935283943e-06
1053,  2.0141039071986303e-06
1054,  2.0062127591715620e-06
1055,  1.9983526260476330e-06
1056,  1.9905233849178982e-06
1057,  1.9827249133860663e-06
1058,  1.9749570895370306e-06
1059,  1.9672197919582953e-06
1060,  1.9595128997243249e-06
1061,  1.9518362924051194e-06
1062,  1.9441898500399238e-06
1063,  1.9365734531725414e-06
1064,  1.9289869828176511e-06
1065,  1.9214303204751112e-06
1066,  1.9139033481231843e-06
1067,  1.9064059482133469e-06
1068,  1.8989380036753199e-06
1069,  1.8914993979101746e-06
1070,  1.8840900147869252e-06
1071,  1.8767097386476989e-06
1072,  1.8693584542969425e-06
1073,  1.8620360470085012e-06
1074,  1.8547424025159124e-06
1075,  1.8474774070097252e-06
1076,  1.8402409471470567e-06
1077,  1.8330329100381343e-06
1078,  1.8258531832402131e-06
1079,  1.8187016547778853e-06
1080,  1.8115782131189059e-06
1081,  1.8044827471774592e-06
1082,  1.7974151463221233e-06
1083,  1.7903753003607888e-06
1084,  1.7833630995483251e-06
1085,  1.7763784345816439e-06
1086,  1.7694211965935428e-06
1087,  1.7624912771552682e-06
1088,  1.7555885682838327e-06
1089,  1.7487129624171119e-06
1090,  1.7418643524268822e-06
1091,  1.7350426316322384e-06
1092,  1.7282476937515598e-06
1093,  1.7214794329623413e-06
1094,  1.7147377438412061e-06
1095,  1.7080225214125771e-06
1096,  1.7013336610930658e-06
1097,  1.6946710587478760e-06
1098,  1.6880346106401042e-06
1099,  1.6814242134617208e-06
1100,  1.6748397643120203e-06
1101,  1.6682811607079796e-06
1102,  1.6617483005734849e-06
1103,  1.6552410822430468e-06
1104,  1.6487594044641246e-06
1105,  1.6423031663842486e-06
1106,  1.6358722675545351e-06
1107,  1.6294666079406137e-06
1108,  1.6230860878903411e-06
1109,  1.6167306081631644e-06
1110,  1.6104000699180116e-06
1111,  1.6040943746995304e-06
1112,  1.5978134244606084e-06
1113,  1.5915571215322307e-06
1114,  1.5853253686450137e-06
1115,  1.5791180689219972e-06
1116,  1.5729351258653467e-06
1117,  1.5667764433691994e-06
1118,  1.5606419257116443e-06
1119,  1.5545314775533845e-06
1120,  1.5484450039360603e-06
1121,  1.5423824102814152e-06
1122,  1.5363436023938551e-06
1123,  1.5303284864418306e-06
1124,  1.5243369689871449e-06
1125,  1.5183689569506011e-06
1126,  1.5124243576353504e-06
1127,  1.5065030787029679e-06
1128,  1.5006050281957454e-06
1129,  1.4947301145186567e-06
1130,  1.4888782464440686e-06
1131,  1.4830493331068203e-06
1132,  1.4772432840047884e-06
1133,  1.4714600089988670e-06
1134,  1.4656994183127392e-06
1135,  1.4599614225247693e-06
1136,  1.4542459325654719e-06
1137,  1.4485528597322739e-06
1138,  1.4428821156668741e-06
1139,  1.4372336123724780e-06
1140,  1.4316072621912544e-06
1141,  1.4260029778283704e-06
1142,  1.4204206723255400e-06
1143,  1.4148602590868081e-06
1144,  1.4093216518456212e-06
1145,  1.4038047646854213e-06
1146,  1.3983095120368813e-06
1147,  1.3928358086598771e-06
1148,  1.3873835696716366e-06
1149,  1.3819527105116486e-06
1150,  1.3765431469712879e-06
1151,  1.3711547951508277e-06
1152,  1.3657875715207415e-06
1153,  1.3604413928594902e-06
1154,  1.3551161762879891e-06
1155,  1.3498118392465548e-06
1156,  1.3445282995203146e-06
1157,  1.3392654752071970e-06
1158,  1.3340232847374928e-06
1159,  1.3288016468667099e-06
1160,  1.3236004806731485e-06
1161,  1.3184197055571158e-06
1162,  1.3132592412391992e-06
1163,  1.3081190077620921e-06
1164,  1.3029989254795596e-06
1165,  1.2978989150671772e-06
1166,  1.2928188975228937e-06
1167,  1.2877587941456103e-06
1168,  1.2827185265566373e-06
1169,  1.2776980166826851e-06
1170,  1.2726971867706194e-06
1171,  1.2677159593636411e-06
1172,  1.2627542573266009e-06
1173,  1.2578120038196053e-06
1174,  1.2528891223159963e-06
1175,  1.2479855365792287e-06
1176,  1.2431011706980987e-06
1177,  1.2382359490493089e-06
1178,  1.2333897963086289e-06
1179,  1.2285626374550905e-06
1180,  1.2237543977681880e-06
1181,  1.2189650028221308e-06
1182,  1.2141943784793096e-06
1183,  1.2094424509077244e-06
1184,  1.2047091465646288e-06
1185,  1.1999943921980644e-06
1186,  1.1952981148458610e-06
1187,  1.1906202418402174e-06
1188,  1.1859607007932308e-06
1189,  1.1813194196179701e-06
1190,  1.1766963264986075e-06
1191,  1.1720913499141512e-06
1192,  1.1675044186235473e-06
1193,  1.1629354616702812e-06
1194,  1.1583844083786993e-06
1195,  1.1538511883486079e-06
1196,  1.1493357314778565e-06
1197,  1.1448379679062469e-06
1198,  1.1403578280911545e-06
1199,  1.1358952427399262e-06
1200,  1.1314501428408346e-06
1201,  1.1270224596574412e-06
1202,  1.1226121247333571e-06
1203,  1.1182190698597312e-06
1204,  1.1138432271270588e-06
1205,  1.1094845288787426e-06
1206,  1.1051429077212472e-06
1207,  1.1008182965459847e-06
1208,  1.0965106284966239e-06
1209,  1.0922198369856707e-06
1210,  1.0879458556921655e-06
1211,  1.0836886185550053e-06
1212,  1.0794480597682707e-06
1213,  1.0752241138024523e-06
1214,  1.0710167153729494e-06
1215,  1.0668257994598535e-06
1216,  1.0626513012982810e-06
1217,  1.0584931563852912e-06
1218,  1.0543513004671484e-06
1219,  1.0502256695502906e-06
1220,  1.0461161998895888e-06
1221,  1.0420228279933806e-06
1222,  1.0379454906195026e-06
1223,  1.0338841247803299e-06
1224,  1.0298386677339361e-06
1225,  1.0258090569926976e-06
1226,  1.0217952303115423e-06
1227,  1.0177971256856705e-06
1228,  1.0138146813679699e-06
1229,  1.0098478358484253e-06
1230,  1.0058965278618329e-06
1231,  1.0019606963792792e-06
1232,  9.9804028062624959e-07
