itr,res
190,  8.0623990530058479e-05
191,  8.0125913864035399e-05
192,  7.9632570446556595e-05
193,  7.9143891194613113e-05
194,  7.8659808370625138e-05
195,  7.8180255550965507e-05
196,  7.7705167595309513e-05
197,  7.7234480616850760e-05
198,  7.6768131953316377e-05
199,  7.6306060138727763e-05
200,  7.5848204875965649e-05
201,  7.5394507010027905e-05
202,  7.4944908502015879e-05
203,  7.4499352403780398e-05
204,  7.4057782833275186e-05
205,  7.3620144950510433e-05
206,  7.3186384934165828e-05
207,  7.2756449958782737e-05
208,  7.2330288172569039e-05
209,  7.1907848675758251e-05
210,  7.1489081499514283e-05
211,  7.1073937585407291e-05
212,  7.0662368765374406e-05
213,  7.0254327742203001e-05
214,  6.9849768070509688e-05
215,  6.9448644138189324e-05
216,  6.9050911148319023e-05
217,  6.8656525101537896e-05
218,  6.8265442778842479e-05
219,  6.7877621724807326e-05
220,  6.7493020231231660e-05
221,  6.7111597321181031e-05
222,  6.6733312733425852e-05
223,  6.6358126907233329e-05
224,  6.5986000967568502e-05
225,  6.5616896710616869e-05
226,  6.5250776589682264e-05
227,  6.4887603701417989e-05
228,  6.4527341772365590e-05
229,  6.4169955145863079e-05
230,  6.3815408769199517e-05
231,  6.3463668181149325e-05
232,  6.3114699499729643e-05
233,  6.2768469410301542e-05
234,  6.2424945153919699e-05
235,  6.2084094515974674e-05
236,  6.1745885815079314e-05
237,  6.1410287892236170e-05
238,  6.1077270100246122e-05
239,  6.0746802293364296e-05
240,  6.0418854817183194e-05
241,  6.0093398498779401e-05
242,  5.9770404637054236e-05
243,  5.9449844993309169e-05
244,  5.9131691782058084e-05
245,  5.8815917661993918e-05
246,  5.8502495727218183e-05
247,  5.8191399498642947e-05
248,  5.7882602915588507e-05
249,  5.7576080327565799e-05
250,  5.7271806486265683e-05
251,  5.6969756537694500e-05
252,  5.6669906014517454e-05
253,  5.6372230828561345e-05
254,  5.6076707263460793e-05
255,  5.5783311967516779e-05
256,  5.5492021946676494e-05
257,  5.5202814557659304e-05
258,  5.4915667501286637e-05
259,  5.4630558815897693e-05
260,  5.4347466870945360e-05
261,  5.4066370360722681e-05
262,  5.3787248298243699e-05
263,  5.3510080009200499e-05
264,  5.3234845126143477e-05
265,  5.2961523582690865e-05
266,  5.2690095607939783e-05
267,  5.2420541720958947e-05
268,  5.2152842725387877e-05
269,  5.1886979704211031e-05
270,  5.1622934014568150e-05
271,  5.1360687282735677e-05
272,  5.1100221399179570e-05
273,  5.0841518513738581e-05
274,  5.0584561030871495e-05
275,  5.0329331605070834e-05
276,  5.0075813136286430e-05
277,  4.9823988765527605e-05
278,  4.9573841870505736e-05
279,  4.9325356061392501e-05
280,  4.9078515176651000e-05
281,  4.8833303278957237e-05
282,  4.8589704651238216e-05
283,  4.8347703792730369e-05
284,  4.8107285415175786e-05
285,  4.7868434439076656e-05
286,  4.7631135990012428e-05
287,  4.7395375395064964e-05
288,  4.7161138179276741e-05
289,  4.6928410062231846e-05
290,  4.6697176954647594e-05
291,  4.6467424955102859e-05
292,  4.6239140346757953e-05
293,  4.6012309594207698e-05
294,  4.5786919340362801e-05
295,  4.5562956403409047e-05
296,  4.5340407773806979e-05
297,  4.5119260611372597e-05
298,  4.4899502242419479e-05
299,  4.4681120156936668e-05
300,  4.4464102005836672e-05
301,  4.4248435598269105e-05
302,  4.4034108898952876e-05
303,  4.3821110025612203e-05
304,  4.3609427246406123e-05
305,  4.3399048977467300e-05
306,  4.3189963780431414e-05
307,  4.2982160360056346e-05
308,  4.2775627561893642e-05
309,  4.2570354369947964e-05
310,  4.2366329904453867e-05
311,  4.2163543419655407e-05
312,  4.1961984301627787e-05
313,  4.1761642066153231e-05
314,  4.1562506356645225e-05
315,  4.1364566942103025e-05
316,  4.1167813715080608e-05
317,  4.0972236689747723e-05
318,  4.0777825999958677e-05
319,  4.0584571897321800e-05
320,  4.0392464749401373e-05
321,  4.0201495037838592e-05
322,  4.0011653356609565e-05
323,  3.9822930410242048e-05
324,  3.9635317012107004e-05
325,  3.9448804082729354e-05
326,  3.9263382648138544e-05
327,  3.9079043838224280e-05
328,  3.8895778885163769e-05
329,  3.8713579121841472e-05
330,  3.8532435980325087e-05
331,  3.8352340990341528e-05
332,  3.8173285777818241e-05
333,  3.7995262063415271e-05
334,  3.7818261661104936e-05
335,  3.7642276476774400e-05
336,  3.7467298506844154e-05
337,  3.7293319836928972e-05
338,  3.7120332640514861e-05
339,  3.6948329177647806e-05
340,  3.6777301793670604e-05
341,  3.6607242917950949e-05
342,  3.6438145062676612e-05
343,  3.6270000821625859e-05
344,  3.6102802868995436e-05
345,  3.5936543958214880e-05
346,  3.5771216920823697e-05
347,  3.5606814665333644e-05
348,  3.5443330176137637e-05
349,  3.5280756512398123e-05
350,  3.5119086807017250e-05
351,  3.4958314265556578e-05
352,  3.4798432165234833e-05
353,  3.4639433853902631e-05
354,  3.4481312749045531e-05
355,  3.4324062336829585e-05
356,  3.4167676171114129e-05
357,  3.4012147872540458e-05
358,  3.3857471127575820e-05
359,  3.3703639687625392e-05
360,  3.3550647368131671e-05
361,  3.3398488047697648e-05
362,  3.3247155667209038e-05
363,  3.3096644229008488e-05
364,  3.2946947796045870e-05
365,  3.2798060491058065e-05
366,  3.2649976495765479e-05
367,  3.2502690050086124e-05
368,  3.2356195451337006e-05
369,  3.2210487053488400e-05
370,  3.2065559266401397e-05
371,  3.1921406555075529e-05
372,  3.1778023438940418e-05
373,  3.1635404491130780e-05
374,  3.1493544337769647e-05
375,  3.1352437657296398e-05
376,  3.1212079179769097e-05
377,  3.1072463686185283e-05
378,  3.0933586007860120e-05
379,  3.0795441025729004e-05
380,  3.0658023669751235e-05
381,  3.0521328918245425e-05
382,  3.0385351797300809e-05
383,  3.0250087380152481e-05
384,  3.0115530786587184e-05
385,  2.9981677182350417e-05
386,  2.9848521778582298e-05
387,  2.9716059831229497e-05
388,  2.9584286640494001e-05
389,  2.9453197550277610e-05
390,  2.9322787947634919e-05
391,  2.9193053262248317e-05
392,  2.9063988965889019e-05
393,  2.8935590571910897e-05
394,  2.8807853634728395e-05
395,  2.8680773749331266e-05
396,  2.8554346550762508e-05
397,  2.8428567713662169e-05
398,  2.8303432951760634e-05
399,  2.8178938017430321e-05
400,  2.8055078701208939e-05
401,  2.7931850831331046e-05
402,  2.7809250273299041e-05
403,  2.7687272929423939e-05
404,  2.7565914738401607e-05
405,  2.7445171674863092e-05
406,  2.7325039748962632e-05
407,  2.7205515005966022e-05
408,  2.7086593525817284e-05
409,  2.6968271422756571e-05
410,  2.6850544844910835e-05
411,  2.6733409973897787e-05
412,  2.6616863024443045e-05
413,  2.6500900243985502e-05
414,  2.6385517912325720e-05
415,  2.6270712341231267e-05
416,  2.6156479874089472e-05
417,  2.6042816885521892e-05
418,  2.5929719781061887e-05
419,  2.5817184996779245e-05
420,  2.5705208998947142e-05
421,  2.5593788283696985e-05
422,  2.5482919376692816e-05
423,  2.5372598832786960e-05
424,  2.5262823235702697e-05
425,  2.5153589197715551e-05
426,  2.5044893359328516e-05
427,  2.4936732388973422e-05
428,  2.4829102982690418e-05
429,  2.4722001863825461e-05
430,  2.4615425782744603e-05
431,  2.4509371516519902e-05
432,  2.4403835868654975e-05
433,  2.4298815668791831e-05
434,  2.4194307772427890e-05
435,  2.4090309060632878e-05
436,  2.3986816439781698e-05
437,  2.3883826841283638e-05
438,  2.3781337221307534e-05
439,  2.3679344560517293e-05
440,  2.3577845863818565e-05
441,  2.3476838160100763e-05
442,  2.3376318501978546e-05
443,  2.3276283965546073e-05
444,  2.3176731650127903e-05
445,  2.3077658678036724e-05
446,  2.2979062194338799e-05
447,  2.2880939366601148e-05
448,  2.2783287384675185e-05
449,  2.2686103460451617e-05
450,  2.2589384827652949e-05
451,  2.2493128741583349e-05
452,  2.2397332478920323e-05
453,  2.2301993337511904e-05
454,  2.2207108636109083e-05
455,  2.2112675714222749e-05
456,  2.2018691931853876e-05
457,  2.1925154669318973e-05
458,  2.1832061327033889e-05
459,  2.1739409325304933e-05
460,  2.1647196104156610e-05
461,  2.1555419123082804e-05
462,  2.1464075860914301e-05
463,  2.1373163815574258e-05
464,  2.1282680503918908e-05
465,  2.1192623461541061e-05
466,  2.1102990242578354e-05
467,  2.1013778419539612e-05
468,  2.0924985583121295e-05
469,  2.0836609342025932e-05
470,  2.0748647322788906e-05
471,  2.0661097169605222e-05
472,  2.0573956544158793e-05
473,  2.0487223125446395e-05
474,  2.0400894609611137e-05
475,  2.0314968709784069e-05
476,  2.0229443155928101e-05
477,  2.0144315694634001e-05
478,  2.0059584089019900e-05
479,  1.9975246118532687e-05
480,  1.9891299578804268e-05
481,  1.9807742281499625e-05
482,  1.9724572054159864e-05
483,  1.9641786740062363e-05
484,  1.9559384198056572e-05
485,  1.9477362302424407e-05
486,  1.9395718942744950e-05
487,  1.9314452023735264e-05
488,  1.9233559465119367e-05
489,  1.9153039201486466e-05
490,  1.9072889182144252e-05
491,  1.8993107370995513e-05
492,  1.8913691746394259e-05
493,  1.8834640301013280e-05
494,  1.8755951041720673e-05
495,  1.8677621989430176e-05
496,  1.8599651178995806e-05
497,  1.8522036659060946e-05
498,  1.8444776491959098e-05
499,  1.8367868753567276e-05
500,  1.8291311533186575e-05
501,  1.8215102933426320e-05
502,  1.8139241070084617e-05
503,  1.8063724072024994e-05
504,  1.7988550081060842e-05
505,  1.7913717251833010e-05
506,  1.7839223751709489e-05
507,  1.7765067760652782e-05
508,  1.7691247471125102e-05
509,  1.7617761087960508e-05
510,  1.7544606828276891e-05
511,  1.7471782921340839e-05
512,  1.7399287608479676e-05
513,  1.7327119142973206e-05
514,  1.7255275789927360e-05
515,  1.7183755826206843e-05
516,  1.7112557540307391e-05
517,  1.7041679232249027e-05
518,  1.6971119213490995e-05
519,  1.6900875806835665e-05
520,  1.6830947346311979e-05
521,  1.6761332177082066e-05
522,  1.6692028655376075e-05
523,  1.6623035148333215e-05
524,  1.6554350033970726e-05
525,  1.6485971701066190e-05
526,  1.6417898549050665e-05
527,  1.6350128987939495e-05
528,  1.6282661438231705e-05
529,  1.6215494330828414e-05
530,  1.6148626106926618e-05
531,  1.6082055217952684e-05
532,  1.6015780125469895e-05
533,  1.5949799301078052e-05
534,  1.5884111226356209e-05
535,  1.5818714392748838e-05
536,  1.5753607301504159e-05
537,  1.5688788463589130e-05
538,  1.5624256399593998e-05
539,  1.5560009639673876e-05
540,  1.5496046723449486e-05
541,  1.5432366199939971e-05
542,  1.5368966627484001e-05
543,  1.5305846573656524e-05
544,  1.5243004615194120e-05
545,  1.5180439337928400e-05
546,  1.5118149336703302e-05
547,  1.5056133215299627e-05
548,  1.4994389586363060e-05
549,  1.4932917071333219e-05
550,  1.4871714300379261e-05
551,  1.4810779912319214e-05
552,  1.4750112554540848e-05
553,  1.4689710882958698e-05
554,  1.4629573561919254e-05
555,  1.4569699264150551e-05
556,  1.4510086670681648e-05
557,  1.4450734470780438e-05
558,  1.4391641361893788e-05
559,  1.4332806049581383e-05
560,  1.4274227247429647e-05
561,  1.4215903677014494e-05
562,  1.4157834067834815e-05
563,  1.4100017157231648e-05
564,  1.4042451690333743e-05
565,  1.3985136420007373e-05
566,  1.3928070106787479e-05
567,  1.3871251518802061e-05
568,  1.3814679431745017e-05
569,  1.3758352628784081e-05
570,  1.3702269900519586e-05
571,  1.3646430044926996e-05
572,  1.3590831867291700e-05
573,  1.3535474180153276e-05
574,  1.3480355803247936e-05
575,  1.3425475563475401e-05
576,  1.3370832294799506e-05
577,  1.3316424838228940e-05
578,  1.3262252041750414e-05
579,  1.3208312760275179e-05
580,  1.3154605855592755e-05
581,  1.3101130196298784e-05
582,  1.3047884657767097e-05
583,  1.2994868122083120e-05
584,  1.2942079477991168e-05
585,  1.2889517620861465e-05
586,  1.2837181452614575e-05
587,  1.2785069881683946e-05
588,  1.2733181822973234e-05
589,  1.2681516197803617e-05
590,  1.2630071933846996e-05
591,  1.2578847965109773e-05
592,  1.2527843231856784e-05
593,  1.2477056680585570e-05
594,  1.2426487263963899e-05
595,  1.2376133940788629e-05
596,  1.2325995675949837e-05
597,  1.2276071440366854e-05
598,  1.2226360210959521e-05
599,  1.2176860970598606e-05
600,  1.2127572708049681e-05
601,  1.2078494417952719e-05
602,  1.2029625100760965e-05
603,  1.1980963762696665e-05
604,  1.1932509415730743e-05
605,  1.1884261077511188e-05
606,  1.1836217771339652e-05
607,  1.1788378526125339e-05
608,  1.1740742376344542e-05
609,  1.1693308361996346e-05
610,  1.1646075528570057e-05
611,  1.1599042926996640e-05
612,  1.1552209613622729e-05
613,  1.1505574650144997e-05
614,  1.1459137103604601e-05
615,  1.1412896046324879e-05
616,  1.1366850555879283e-05
617,  1.1320999715063152e-05
618,  1.1275342611837109e-05
619,  1.1229878339312106e-05
620,  1.1184605995689447e-05
621,  1.1139524684248998e-05
622,  1.1094633513293825e-05
623,  1.1049931596122338e-05
624,  1.1005418050987315e-05
625,  1.0961092001068182e-05
626,  1.0916952574439580e-05
627,  1.0872998904019833e-05
628,  1.0829230127554617e-05
629,  1.0785645387562244e-05
630,  1.0742243831329710e-05
631,  1.0699024610854021e-05
632,  1.0655986882822005e-05
633,  1.0613129808561041e-05
634,  1.0570452554041776e-05
635,  1.0527954289796604e-05
636,  1.0485634190935222e-05
637,  1.0443491437076593e-05
638,  1.0401525212343898e-05
639,  1.0359734705314313e-05
640,  1.0318119109003905e-05
641,  1.0276677620821834e-05
642,  1.0235409442553204e-05
643,  1.0194313780318722e-05
644,  1.0153389844549101e-05
645,  1.0112636849964988e-05
646,  1.0072054015524136e-05
647,  1.0031640564419502e-05
648,  9.9913957240290370e-06
649,  9.9513187259081302e-06
650,  9.9114088057287424e-06
651,  9.8716652032941601e-06
652,  9.8320871624657149e-06
653,  9.7926739311793362e-06
654,  9.7534247613865621e-06
655,  9.7143389090377564e-06
656,  9.6754156340544916e-06
657,  9.6366542003124208e-06
658,  9.5980538755921372e-06
659,  9.5596139315764624e-06
660,  9.5213336438139698e-06
661,  9.4832122916938732e-06
662,  9.4452491584124216e-06
663,  9.4074435309715545e-06
664,  9.3697947001226549e-06
665,  9.3323019603680289e-06
666,  9.2949646099170646e-06
667,  9.2577819506737381e-06
668,  9.2207532882109170e-06
669,  9.1838779317410708e-06
670,  9.1471551940847805e-06
671,  9.1105843916786058e-06
672,  9.0741648445062871e-06
673,  9.0378958761221169e-06
674,  9.0017768135817918e-06
675,  8.9658069874667489e-06
676,  8.9299857318145485e-06
677,  8.8943123841292146e-06
678,  8.8587862853525833e-06
679,  8.8234067798343734e-06
680,  8.7881732153074331e-06
681,  8.7530849428781156e-06
682,  8.7181413170029708e-06
683,  8.6833416954582132e-06
684,  8.6486854393149066e-06
685,  8.6141719129387939e-06
686,  8.5798004839523917e-06
687,  8.5455705232158747e-06
688,  8.5114814048145497e-06
689,  8.4775325060209612e-06
690,  8.4437232072986369e-06
691,  8.4100528922681282e-06
692,  8.3765209476805139e-06
693,  8.3431267634063865e-06
694,  8.3098697324271195e-06
695,  8.2767492507857175e-06
696,  8.2437647176032115e-06
697,  8.2109155350276367e-06
698,  8.1782011082304464e-06
699,  8.1456208453985566e-06
700,  8.1131741576829718e-06
701,  8.0808604592172011e-06
702,  8.0486791670690163e-06
703,  8.0166297012434691e-06
704,  7.9847114846544207e-06
705,  7.9529239431056308e-06
706,  7.9212665052695240e-06
707,  7.8897386026894807e-06
708,  7.8583396697343373e-06
709,  7.8270691436101182e-06
710,  7.7959264642963248e-06
711,  7.7649110746004660e-06
712,  7.7340224200708395e-06
713,  7.7032599490110511e-06
714,  7.6726231124751110e-06
715,  7.6421113642215459e-06
716,  7.6117241607198762e-06
717,  7.5814609611268164e-06
718,  7.5513212272603797e-06
719,  7.5213044236005039e-06
720,  7.4914100172613666e-06
721,  7.4616374779822492e-06
722,  7.4319862781019927e-06
723,  7.4024558925541776e-06
724,  7.3730457988494477e-06
725,  7.3437554770452342e-06
726,  7.3145844097616316e-06
727,  7.2855320821393802e-06
728,  7.2565979818203797e-06
729,  7.2277815989608725e-06
730,  7.1990824261962218e-06
731,  7.1704999586228998e-06
732,  7.1420336938116910e-06
733,  7.1136831317470366e-06
734,  7.0854477748517567e-06
735,  7.0573271279611647e-06
736,  7.0293206983050378e-06
737,  7.0014279954976628e-06
738,  6.9736485315099947e-06
739,  6.9459818206829599e-06
740,  6.9184273796895678e-06
741,  6.8909847275295319e-06
742,  6.8636533855212681e-06
743,  6.8364328772740618e-06
744,  6.8093227286924922e-06
745,  6.7823224679544483e-06
746,  6.7554316254851106e-06
747,  6.7286497339664393e-06
748,  6.7019763283182922e-06
749,  6.6754109456710719e-06
750,  6.6489531253680607e-06
751,  6.6226024089422151e-06
752,  6.5963583401279800e-06
753,  6.5702204647954807e-06
754,  6.5441883310040167e-06
755,  6.5182614889484177e-06
756,  6.4924394909471706e-06
757,  6.4667218914483940e-06
758,  6.4411082470082154e-06
759,  6.4155981162742375e-06
760,  6.3901910599836823e-06
761,  6.3648866409460906e-06
762,  6.3396844240283272e-06
763,  6.3145839761460606e-06
764,  6.2895848662598390e-06
765,  6.2646866653464506e-06
766,  6.2398889464047493e-06
767,  6.2151912844357209e-06
768,  6.1905932564237229e-06
769,  6.1660944413503233e-06
770,  6.1416944201494129e-06
771,  6.1173927757311366e-06
772,  6.0931890929335677e-06
773,  6.0690829585487607e-06
774,  6.0450739612833222e-06
775,  6.0211616917658356e-06
776,  5.9973457425239020e-06
777,  5.9736257079920188e-06
778,  5.9500011844686606e-06
779,  5.9264717701386887e-06
780,  5.9030370650489519e-06
781,  5.8796966710957267e-06
782,  5.8564501920142381e-06
783,  5.8332972333798487e-06
784,  5.8102374025798574e-06
785,  5.7872703088256394e-06
786,  5.7643955631236036e-06
787,  5.7416127782682407e-06
788,  5.7189215688444968e-06
789,  5.6963215512091485e-06
790,  5.6738123434754923e-06
791,  5.6513935655131267e-06
792,  5.6290648389414023e-06
793,  5.6068257871089656e-06
794,  5.5846760350840067e-06
795,  5.5626152096623428e-06
796,  5.5406429393352217e-06
797,  5.5187588542942309e-06
798,  5.4969625864277064e-06
799,  5.4752537692929864e-06
800,  5.4536320381126792e-06
801,  5.4320970297877781e-06
802,  5.4106483828506818e-06
803,  5.3892857374945305e-06
804,  5.3680087355376323e-06
805,  5.3468170204224464e-06
806,  5.3257102372126030e-06
807,  5.3046880325793477e-06
808,  5.2837500547946630e-06
809,  5.2628959537148900e-06
810,  5.2421253807915272e-06
811,  5.2214379890405044e-06
812,  5.2008334330467790e-06
813,  5.1803113689536879e-06
814,  5.1598714544501619e-06
815,  5.1395133487760815e-06
816,  5.1192367126893317e-06
817,  5.0990412084955340e-06
818,  5.0789264999911508e-06
819,  5.0588922525039340e-06
820,  5.0389381328479579e-06
821,  5.0190638093371888e-06
822,  4.9992689517803218e-06
823,  4.9795532314410009e-06
824,  4.9599163210764743e-06
825,  4.9403578948945482e-06
826,  4.9208776285558344e-06
827,  4.9014751991756153e-06
828,  4.8821502853090446e-06
829,  4.8629025669378000e-06
830,  4.8437317254741204e-06
831,  4.8246374437457870e-06
832,  4.8056194059861930e-06
833,  4.7866772978460381e-06
834,  4.7678108063490105e-06
835,  4.7490196199355418e-06
836,  4.7303034284072039e-06
837,  4.7116619229389621e-06
838,  4.6930947960907403e-06
839,  4.6746017417627874e-06
840,  4.6561824552336184e-06
841,  4.6378366330997247e-06
842,  4.6195639733182619e-06
843,  4.6013641751651831e-06
844,  4.5832369392583890e-06
845,  4.5651819675191086e-06
846,  4.5471989631956663e-06
847,  4.5292876308307142e-06
848,  4.5114476762733598e-06
849,  4.4936788066661248e-06
850,  4.4759807304319362e-06
851,  4.4583531572783195e-06
852,  4.4407957981846440e-06
853,  4.4233083653956036e-06
854,  4.4058905724248935e-06
855,  4.3885421340309601e-06
856,  4.3712627662288605e-06
857,  4.3540521862645957e-06
858,  4.3369101126298759e-06
859,  4.3198362650405240e-06
860,  4.3028303644405301e-06
861,  4.2858921329869617e-06
862,  4.2690212940420074e-06
863,  4.2522175721925987e-06
864,  4.2354806932036188e-06
865,  4.2188103840466763e-06
866,  4.2022063728722898e-06
867,  4.1856683890217340e-06
868,  4.1691961630026779e-06
869,  4.1527894264993766e-06
870,  4.1364479123562689e-06
871,  4.1201713545761052e-06
872,  4.1039594883167586e-06
873,  4.0878120498805001e-06
874,  4.0717287767190908e-06
875,  4.0557094074069366e-06
876,  4.0397536816502891e-06
877,  4.0238613402945960e-06
878,  4.0080321252919316e-06
879,  3.9922657797138890e-06
880,  3.9765620477284020e-06
881,  3.9609206746198213e-06
882,  3.9453414067712496e-06
883,  3.9298239916443900e-06
884,  3.9143681778022311e-06
885,  3.8989737148725587e-06
886,  3.8836403535792584e-06
887,  3.8683678457079529e-06
888,  3.8531559441031433e-06
889,  3.8380044026865668e-06
890,  3.8229129764138966e-06
891,  3.8078814213184825e-06
892,  3.7929094944541673e-06
893,  3.7779969539267247e-06
894,  3.7631435588826243e-06
895,  3.7483490694897987e-06
896,  3.7336132469389692e-06
897,  3.7189358534569036e-06
898,  3.7043166522734660e-06
899,  3.6897554076325637e-06
900,  3.6752518847821771e-06
901,  3.6608058499733888e-06
902,  3.6464170704602098e-06
903,  3.6320853144774066e-06
904,  3.6178103512567987e-06
905,  3.6035919510013534e-06
906,  3.5894298849055700e-06
907,  3.5753239251276586e-06
908,  3.5612738447943294e-06
909,  3.5472794179973661e-06
910,  3.5333404197954193e-06
911,  3.5194566261896337e-06
912,  3.5056278141395739e-06
913,  3.4918537615528091e-06
914,  3.4781342472624824e-06
915,  3.4644690510627284e-06
916,  3.4508579536643230e-06
917,  3.4373007367048058e-06
918,  3.4237971827524061e-06
919,  3.4103470752979366e-06
920,  3.3969501987388794e-06
921,  3.3836063383867256e-06
922,  3.3703152804563319e-06
923,  3.3570768120738619e-06
924,  3.3438907212564290e-06
925,  3.3307567969211283e-06
926,  3.3176748288623073e-06
927,  3.3046446077736666e-06
928,  3.2916659252302936e-06
929,  3.2787385736690435e-06
930,  3.2658623464216038e-06
931,  3.2530370376723316e-06
932,  3.2402624424756929e-06
933,  3.2275383567542594e-06
