0.00945542,0.0188525,0.0281334,0.0372409,0.0461187,0.0547122,0.0629684,0.0708363,0.0782675,0.0852162,0.0916395,0.0974978,0.102755,0.107379,0.11134,0.114616,0.117184,0.11903,0.120142,0.120514,0.120142,0.11903,0.117184,0.114616,0.11134,0.107379,0.102755,0.0974978,0.0916395,0.0852162,0.0782675,0.0708363,0.0629684,0.0547122,0.0461187,0.0372409,0.0281334,0.0188525,0.00945542
0.0100037,0.0199457,0.0297647,0.0394003,0.0487929,0.0578847,0.0666196,0.0749438,0.0828059,0.0901575,0.0969533,0.103151,0.108713,0.113605,0.117796,0.121262,0.123979,0.125932,0.127109,0.127502,0.127109,0.125932,0.123979,0.121262,0.117796,0.113605,0.108713,0.103151,0.0969533,0.0901575,0.0828059,0.0749438,0.0666196,0.0578847,0.0487929,0.0394003,0.0297647,0.0199457,0.0100037
0.0106137,0.021162,0.0315798,0.0418029,0.0517682,0.0614144,0.070682,0.0795138,0.0878553,0.0956552,0.102865,0.109441,0.115342,0.120533,0.12498,0.128656,0.131539,0.133611,0.13486,0.135277,0.13486,0.133611,0.131539,0.128656,0.12498,0.120533,0.115342,0.109441,0.102865,0.0956552,0.0878553,0.0795138,0.070682,0.0614144,0.0517682,0.0418029,0.0315798,0.021162,0.0106137
0.0112892,0.0225088,0.0335897,0.0444634,0.055063,0.0653232,0.0751806,0.0845745,0.0934469,0.101743,0.109412,0.116407,0.122684,0.128204,0.132934,0.136844,0.139911,0.142115,0.143443,0.143887,0.143443,0.142115,0.139911,0.136844,0.132934,0.128204,0.122684,0.116407,0.109412,0.101743,0.0934469,0.0845745,0.0751806,0.0653232,0.055063,0.0444634,0.0335897,0.0225088,0.0112892
0.0120344,0.0239946,0.0358069,0.0473984,0.0586977,0.0696351,0.0801432,0.0901571,0.0996153,0.108459,0.116634,0.124091,0.130782,0.136667,0.141709,0.145877,0.149146,0.151496,0.152912,0.153384,0.152912,0.151496,0.149146,0.145877,0.141709,0.136667,0.130782,0.124091,0.116634,0.108459,0.0996153,0.0901571,0.0801432,0.0696351,0.0586977,0.0473984,0.0358069,0.0239946,0.0120344
0.0128539,0.0256285,0.0382451,0.0506259,0.0626946,0.0743768,0.0856004,0.0962962,0.106398,0.115845,0.124577,0.13254,0.139687,0.145973,0.151358,0.155811,0.159302,0.161812,0.163324,0.163829,0.163324,0.161812,0.159302,0.155811,0.151358,0.145973,0.139687,0.13254,0.124577,0.115845,0.106398,0.0962962,0.0856004,0.0743768,0.0626946,0.0506259,0.0382451,0.0256285,0.0128539
0.0137527,0.0274205,0.0409194,0.0541659,0.0670785,0.0795775,0.0915859,0.10303,0.113838,0.123945,0.133287,0.141808,0.149455,0.15618,0.161942,0.166705,0.170441,0.173126,0.174744,0.175285,0.174744,0.173126,0.170441,0.166705,0.161942,0.15618,0.149455,0.141808,0.133287,0.123945,0.113838,0.10303,0.0915859,0.0795775,0.0670785,0.0541659,0.0409194,0.0274205,0.0137527
0.0147363,0.0293818,0.0438461,0.0580402,0.0718763,0.0852693,0.0981367,0.110399,0.121981,0.13281,0.142821,0.151951,0.160144,0.167351,0.173525,0.178629,0.182632,0.185509,0.187243,0.187822,0.187243,0.185509,0.182632,0.178629,0.173525,0.167351,0.160144,0.151951,0.142821,0.13281,0.121981,0.110399,0.0981367,0.0852693,0.0718763,0.0580402,0.0438461,0.0293818,0.0147363
0.015811,0.0315244,0.0470435,0.0622726,0.0771178,0.0914874,0.105293,0.11845,0.130876,0.142495,0.153236,0.163032,0.171823,0.179554,0.186179,0.191655,0.19595,0.199037,0.200897,0.201518,0.200897,0.199037,0.19595,0.191655,0.186179,0.179554,0.171823,0.163032,0.153236,0.142495,0.130876,0.11845,0.105293,0.0914874,0.0771178,0.0622726,0.0470435,0.0315244,0.015811
0.0169831,0.0338616,0.0505313,0.0668894,0.0828351,0.0982702,0.113099,0.127231,0.140579,0.153059,0.164596,0.175119,0.184561,0.192866,0.199982,0.205864,0.210478,0.213794,0.215791,0.216459,0.215791,0.213794,0.210478,0.205864,0.199982,0.192866,0.184561,0.175119,0.164596,0.153059,0.140579,0.127231,0.113099,0.0982702,0.0828351,0.0668894,0.0505313,0.0338616,0.0169831
0.0182602,0.0364077,0.0543309,0.071919,0.0890638,0.105659,0.121604,0.136798,0.151149,0.164568,0.176973,0.188286,0.198439,0.207368,0.215019,0.221344,0.226304,0.229869,0.232017,0.232735,0.232017,0.229869,0.226304,0.221344,0.215019,0.207368,0.198439,0.188286,0.176973,0.164568,0.151149,0.136798,0.121604,0.105659,0.0890638,0.071919,0.0543309,0.0364077,0.0182602
0.0196499,0.0391786,0.0584658,0.0773925,0.095842,0.113701,0.130858,0.147209,0.162653,0.177093,0.190442,0.202616,0.213541,0.22315,0.231383,0.23819,0.243527,0.247364,0.249675,0.250447,0.249675,0.247364,0.243527,0.23819,0.231383,0.22315,0.213541,0.202616,0.190442,0.177093,0.162653,0.147209,0.130858,0.113701,0.095842,0.0773925,0.0584658,0.0391786,0.0196499
0.0211608,0.0421912,0.0629615,0.0833436,0.103212,0.122444,0.140921,0.158529,0.17516,0.190711,0.205086,0.218196,0.229962,0.240309,0.249175,0.256505,0.262254,0.266385,0.268874,0.269706,0.268874,0.266385,0.262254,0.256505,0.249175,0.240309,0.229962,0.218196,0.205086,0.190711,0.17516,0.158529,0.140921,0.122444,0.103212,0.0833436,0.0629615,0.0421912,0.0211608
0.0228024,0.0454643,0.0678458,0.0898091,0.111219,0.131942,0.151853,0.170827,0.188748,0.205505,0.220995,0.235123,0.247801,0.258952,0.268505,0.276404,0.282598,0.28705,0.289732,0.290628,0.289732,0.28705,0.282598,0.276404,0.268505,0.258952,0.247801,0.235123,0.220995,0.205505,0.188748,0.170827,0.151853,0.131942,0.111219,0.0898091,0.0678458,0.0454643,0.0228024
0.0245847,0.0490179,0.0731488,0.0968288,0.119912,0.142255,0.163722,0.184179,0.203501,0.221568,0.238269,0.253501,0.26717,0.279192,0.289493,0.298008,0.304687,0.309487,0.312379,0.313345,0.312379,0.309487,0.304687,0.298008,0.289493,0.279192,0.26717,0.253501,0.238269,0.221568,0.203501,0.184179,0.163722,0.142255,0.119912,0.0968288,0.0731488,0.0490179,0.0245847
0.0265188,0.052874,0.0789033,0.104446,0.129345,0.153446,0.176602,0.198668,0.21951,0.238998,0.257013,0.273444,0.288188,0.301156,0.312267,0.321452,0.328656,0.333834,0.336953,0.337995,0.336953,0.333834,0.328656,0.321452,0.312267,0.301156,0.288188,0.273444,0.257013,0.238998,0.21951,0.198668,0.176602,0.153446,0.129345,0.104446,0.0789033,0.052874,0.0265188
0.0286165,0.0570565,0.0851448,0.112708,0.139577,0.165584,0.190571,0.214384,0.236874,0.257904,0.277344,0.295074,0.310984,0.324978,0.336968,0.34688,0.354654,0.360241,0.363607,0.364731,0.363607,0.360241,0.354654,0.34688,0.336968,0.324978,0.310984,0.295074,0.277344,0.257904,0.236874,0.214384,0.190571,0.165584,0.139577,0.112708,0.0851448,0.0570565,0.0286165
0.0308908,0.0615911,0.0919117,0.121666,0.150669,0.178744,0.205717,0.231422,0.2557,0.278401,0.299386,0.318525,0.3357,0.350806,0.363748,0.374448,0.38284,0.388871,0.392505,0.393718,0.392505,0.388871,0.38284,0.374448,0.363748,0.350806,0.3357,0.318525,0.299386,0.278401,0.2557,0.231422,0.205717,0.178744,0.150669,0.121666,0.0919117,0.0615911,0.0308908
0.0333557,0.0665058,0.0992459,0.131374,0.162692,0.193007,0.222133,0.249888,0.276103,0.300616,0.323276,0.343942,0.362488,0.378799,0.392774,0.404328,0.413389,0.419901,0.423825,0.425136,0.423825,0.419901,0.413389,0.404328,0.392774,0.378799,0.362488,0.343942,0.323276,0.300616,0.276103,0.249888,0.222133,0.193007,0.162692,0.131374,0.0992459,0.0665058,0.0333557
0.0360266,0.071831,0.107193,0.141893,0.175719,0.208462,0.239919,0.269897,0.298211,0.324687,0.349161,0.371482,0.391512,0.409129,0.424224,0.436703,0.446489,0.453523,0.457761,0.459176,0.457761,0.453523,0.446489,0.436703,0.424224,0.409129,0.391512,0.371482,0.349161,0.324687,0.298211,0.269897,0.239919,0.208462,0.175719,0.141893,0.107193,0.071831,0.0360266
0.0389197,0.0775995,0.115801,0.153288,0.189831,0.225203,0.259186,0.291572,0.32216,0.350761,0.3772,0.401314,0.422953,0.441985,0.458292,0.471773,0.482345,0.489944,0.494522,0.496051,0.494522,0.489944,0.482345,0.471773,0.458292,0.441985,0.422953,0.401314,0.3772,0.350761,0.32216,0.291572,0.259186,0.225203,0.189831,0.153288,0.115801,0.0775995,0.0389197
0.0420531,0.0838469,0.125124,0.165629,0.205114,0.243333,0.280053,0.315046,0.348096,0.379,0.407568,0.433623,0.457005,0.477568,0.495188,0.509755,0.521178,0.529389,0.534335,0.535988,0.534335,0.529389,0.521178,0.509755,0.495188,0.477568,0.457005,0.433623,0.407568,0.379,0.348096,0.315046,0.280053,0.243333,0.205114,0.165629,0.125124,0.0838469,0.0420531
0.045446,0.0906118,0.135219,0.178992,0.221662,0.262966,0.302648,0.340464,0.376181,0.409579,0.440451,0.468608,0.493876,0.516099,0.53514,0.550882,0.563228,0.572101,0.577446,0.579232,0.577446,0.572101,0.563228,0.550882,0.53514,0.516099,0.493876,0.468608,0.440451,0.409579,0.376181,0.340464,0.302648,0.262966,0.221662,0.178992,0.135219,0.0906118,0.045446
0.0491194,0.0979359,0.146149,0.19346,0.239579,0.284221,0.327111,0.367983,0.406588,0.442685,0.476053,0.506486,0.533796,0.557815,0.578396,0.59541,0.608753,0.618343,0.624121,0.626051,0.624121,0.618343,0.608753,0.59541,0.578396,0.557815,0.533796,0.506486,0.476053,0.442685,0.406588,0.367983,0.327111,0.284221,0.239579,0.19346,0.146149,0.0979359,0.0491194
0.0530959,0.105864,0.15798,0.209122,0.258975,0.307231,0.353592,0.397774,0.439503,0.478523,0.514592,0.547489,0.57701,0.602974,0.62522,0.643612,0.658036,0.668402,0.674648,0.676734,0.674648,0.668402,0.658036,0.643612,0.62522,0.602974,0.57701,0.547489,0.514592,0.478523,0.439503,0.397774,0.353592,0.307231,0.258975,0.209122,0.15798,0.105864,0.0530959
0.0574001,0.114446,0.170787,0.226075,0.279969,0.332136,0.382256,0.43002,0.475132,0.517315,0.556308,0.591871,0.623786,0.651854,0.675904,0.695786,0.711379,0.722586,0.729338,0.731593,0.729338,0.722586,0.711379,0.695786,0.675904,0.651854,0.623786,0.591871,0.556308,0.517315,0.475132,0.43002,0.382256,0.332136,0.279969,0.226075,0.170787,0.114446,0.0574001
0.0620586,0.123735,0.184648,0.244422,0.30269,0.359092,0.41328,0.464919,0.513692,0.559299,0.601457,0.639906,0.674411,0.704757,0.730759,0.752255,0.769113,0.78123,0.78853,0.790968,0.78853,0.78123,0.769113,0.752255,0.730759,0.704757,0.674411,0.639906,0.601457,0.559299,0.513692,0.464919,0.41328,0.359092,0.30269,0.244422,0.184648,0.123735,0.0620586
0.0671001,0.133787,0.199648,0.264279,0.32728,0.388264,0.446853,0.502688,0.555424,0.604735,0.650317,0.691891,0.729198,0.76201,0.790124,0.813366,0.831594,0.844695,0.852588,0.855224,0.852588,0.844695,0.831594,0.813366,0.790124,0.76201,0.729198,0.691891,0.650317,0.604735,0.555424,0.502688,0.446853,0.388264,0.32728,0.264279,0.199648,0.133787,0.0671001
0.0725557,0.144664,0.215881,0.285766,0.35389,0.419832,0.483185,0.543559,0.600583,0.653903,0.703192,0.748145,0.788486,0.823966,0.854365,0.879497,0.899207,0.913373,0.921908,0.924758,0.921908,0.913373,0.899207,0.879497,0.854365,0.823966,0.788486,0.748145,0.703192,0.653903,0.600583,0.543559,0.483185,0.419832,0.35389,0.285766,0.215881,0.144664,0.0725557
