0.0067893,0.0135367,0.0202007,0.0267402,0.0331147,0.0392851,0.0452133,0.0508628,0.0561987,0.061188,0.0658002,0.0700066,0.0737815,0.0771014,0.079946,0.0822977,0.084142,0.0854676,0.0862662,0.0865329,0.0862662,0.0854676,0.084142,0.0822977,0.079946,0.0771014,0.0737815,0.0700066,0.0658002,0.061188,0.0561987,0.0508628,0.0452133,0.0392851,0.0331147,0.0267402,0.0202007,0.0135367,0.0067893
0.00685208,0.0136619,0.0203875,0.0269874,0.033421,0.0396484,0.0456315,0.0513332,0.0567184,0.0617539,0.0664087,0.070654,0.0744638,0.0778145,0.0806854,0.0830588,0.0849202,0.086258,0.087064,0.0873332,0.087064,0.086258,0.0849202,0.0830588,0.0806854,0.0778145,0.0744638,0.070654,0.0664087,0.0617539,0.0567184,0.0513332,0.0456315,0.0396484,0.033421,0.0269874,0.0203875,0.0136619,0.00685208
0.00695716,0.0138714,0.0207002,0.0274013,0.0339335,0.0402565,0.0463312,0.0521204,0.0575882,0.0627009,0.0674271,0.0717375,0.0756057,0.0790077,0.0819227,0.0843325,0.0862224,0.0875807,0.0883991,0.0886725,0.0883991,0.0875807,0.0862224,0.0843325,0.0819227,0.0790077,0.0756057,0.0717375,0.0674271,0.0627009,0.0575882,0.0521204,0.0463312,0.0402565,0.0339335,0.0274013,0.0207002,0.0138714,0.00695716
0.00710517,0.0141665,0.0211406,0.0279843,0.0346554,0.0411129,0.0473169,0.0532292,0.0588133,0.0640349,0.0688616,0.0732637,0.0772142,0.0806886,0.0836656,0.0861267,0.0880568,0.089444,0.0902798,0.090559,0.0902798,0.089444,0.0880568,0.0861267,0.0836656,0.0806886,0.0772142,0.0732637,0.0688616,0.0640349,0.0588133,0.0532292,0.0473169,0.0411129,0.0346554,0.0279843,0.0211406,0.0141665,0.00710517
0.00729704,0.0145491,0.0217114,0.0287399,0.0355912,0.0422231,0.0485946,0.0546666,0.0604015,0.065764,0.0707211,0.0752421,0.0792993,0.0828675,0.0859248,0.0884524,0.0904346,0.0918593,0.0927177,0.0930044,0.0927177,0.0918593,0.0904346,0.0884524,0.0859248,0.0828675,0.0792993,0.0752421,0.0707211,0.065764,0.0604015,0.0546666,0.0485946,0.0422231,0.0355912,0.0287399,0.0217114,0.0145491,0.00729704
0.00753394,0.0150214,0.0224163,0.029673,0.0367467,0.0435939,0.0501723,0.0564414,0.0623624,0.0678991,0.073017,0.0776849,0.0818737,0.0855578,0.0887144,0.091324,0.0933706,0.0948416,0.0957278,0.0960238,0.0957278,0.0948416,0.0933706,0.091324,0.0887144,0.0855578,0.0818737,0.0776849,0.073017,0.0678991,0.0623624,0.0564414,0.0501723,0.0435939,0.0367467,0.029673,0.0224163,0.0150214,0.00753394
0.00781733,0.0155865,0.0232595,0.0307892,0.038129,0.0452337,0.0520596,0.0585645,0.0647083,0.0704531,0.0757637,0.0806071,0.0849535,0.0887761,0.0920515,0.0947593,0.0968829,0.0984091,0.0993287,0.0996358,0.0993287,0.0984091,0.0968829,0.0947593,0.0920515,0.0887761,0.0849535,0.0806071,0.0757637,0.0704531,0.0647083,0.0585645,0.0520596,0.0452337,0.038129,0.0307892,0.0232595,0.0155865,0.00781733
0.00814898,0.0162477,0.0242463,0.0320954,0.0397466,0.0471527,0.0542681,0.061049,0.0674535,0.0734421,0.0789779,0.0840267,0.0885575,0.0925424,0.0959567,0.0987793,0.100993,0.102584,0.103543,0.103863,0.103543,0.102584,0.100993,0.0987793,0.0959567,0.0925424,0.0885575,0.0840267,0.0789779,0.0734421,0.0674535,0.061049,0.0542681,0.0471527,0.0397466,0.0320954,0.0242463,0.0162477,0.00814898
0.00853091,0.0170092,0.0253827,0.0335996,0.0416094,0.0493627,0.0568116,0.0639103,0.0706149,0.0768842,0.0826795,0.087965,0.0927082,0.0968798,0.100454,0.103409,0.105726,0.107392,0.108396,0.108731,0.108396,0.107392,0.105726,0.103409,0.100454,0.0968798,0.0927082,0.087965,0.0826795,0.0768842,0.0706149,0.0639103,0.0568116,0.0493627,0.0416094,0.0335996,0.0253827,0.0170092,0.00853091
0.0089655,0.0178757,0.0266757,0.0353113,0.0437291,0.0518774,0.0597058,0.067166,0.0742122,0.0808009,0.0868914,0.0924461,0.0974309,0.101815,0.105571,0.108677,0.111112,0.112863,0.113917,0.11427,0.113917,0.112863,0.111112,0.108677,0.105571,0.101815,0.0974309,0.0924461,0.0868914,0.0808009,0.0742122,0.067166,0.0597058,0.0518774,0.0437291,0.0353113,0.0266757,0.0178757,0.0089655
