0,0.000193785,0.000386375,0.000576583,0.000763236,0.000945184,0.0011213,0.00129051,0.00145176,0.00160406,0.00174647,0.00187811,0.00199818,0.00210592,0.00220068,0.00228188,0.002349,0.00240164,0.00243948,0.00246227,0.00246988,0.00246227,0.00243948,0.00240164,0.002349,0.00228188,0.00220068,0.00210592,0.00199818,0.00187811,0.00174647,0.00160406,0.00145176,0.00129051,0.0011213,0.000945184,0.000763236,0.000576583,0.000386375,0.000193785,1.05646e-17
0,0.000172899,0.000344731,0.000514439,0.000680974,0.000843311,0.00100045,0.00115142,0.00129529,0.00143117,0.00155824,0.00167569,0.00178281,0.00187894,0.00196349,0.00203593,0.00209582,0.00214279,0.00217655,0.00219689,0.00220368,0.00219689,0.00217655,0.00214279,0.00209582,0.00203593,0.00196349,0.00187894,0.00178281,0.00167569,0.00155824,0.00143117,0.00129529,0.00115142,0.00100045,0.000843311,0.000680974,0.000514439,0.000344731,0.000172899,1.05972e-17
0,0.00015358,0.000306213,0.000456958,0.000604886,0.000749085,0.000888665,0.00102277,0.00115056,0.00127126,0.00138413,0.00148846,0.00158361,0.001669,0.0017441,0.00180845,0.00186165,0.00190337,0.00193335,0.00195142,0.00195745,0.00195142,0.00193335,0.00190337,0.00186165,0.00180845,0.0017441,0.001669,0.00158361,0.00148846,0.00138413,0.00127126,0.00115056,0.00102277,0.000888665,0.000749085,0.000604886,0.000456958,0.000306213,0.00015358,1.06952e-17
0,0.000135891,0.000270945,0.000404328,0.000535218,0.000662809,0.000786313,0.000904969,0.00101805,0.00112485,0.00122471,0.00131703,0.00140122,0.00147677,0.00154323,0.00160016,0.00164723,0.00168415,0.00171068,0.00172666,0.001732,0.00172666,0.00171068,0.00168415,0.00164723,0.00160016,0.00154323,0.00147677,0.00140122,0.00131703,0.00122471,0.00112485,0.00101805,0.000904969,0.000786313,0.000662809,0.000535218,0.000404328,0.000270945,0.000135891,1.08592e-17
0,0.000119722,0.000238706,0.000356218,0.000471534,0.000583942,0.000692751,0.000797288,0.00089691,0.000991003,0.00107898,0.00116031,0.00123449,0.00130106,0.0013596,0.00140976,0.00145123,0.00148375,0.00150713,0.00152121,0.00152592,0.00152121,0.00150713,0.00148375,0.00145123,0.00140976,0.0013596,0.00130106,0.00123449,0.00116031,0.00107898,0.000991003,0.00089691,0.000797288,0.000692751,0.000583942,0.000471534,0.000356218,0.000238706,0.000119722,1.10903e-17
0,0.000104969,0.000209291,0.000312322,0.000413428,0.000511985,0.000607385,0.000699041,0.000786387,0.000868884,0.000946025,0.00101733,0.00108237,0.00114073,0.00119206,0.00123604,0.0012724,0.00130092,0.00132141,0.00133376,0.00133788,0.00133376,0.00132141,0.00130092,0.0012724,0.00123604,0.00119206,0.00114073,0.00108237,0.00101733,0.000946025,0.000868884,0.000786387,0.000699041,0.000607385,0.000511985,0.000413428,0.000312322,0.000209291,0.000104969,1.13898e-17
0,9.1537e-05,0.00018251,0.000272357,0.000360525,0.000446471,0.000529664,0.000609591,0.00068576,0.000757701,0.000824971,0.000887154,0.000943868,0.000994762,0.00103952,0.00107788,0.00110958,0.00113445,0.00115232,0.00116309,0.00116668,0.00116309,0.00115232,0.00113445,0.00110958,0.00107788,0.00103952,0.000994762,0.000943868,0.000887154,0.000824971,0.000757701,0.00068576,0.000609591,0.000529664,0.000446471,0.000360525,0.000272357,0.00018251,9.1537e-05,1.17595e-17
0,7.93374e-05,0.000158186,0.000236059,0.000312476,0.000386967,0.000459072,0.000528347,0.000594365,0.000656718,0.000715022,0.000768918,0.000818073,0.000862185,0.00090098,0.000934221,0.000961703,0.000983255,0.000998744,0.00100808,0.00101119,0.00100808,0.000998744,0.000983255,0.000961703,0.000934221,0.00090098,0.000862185,0.000818073,0.000768918,0.000715022,0.000656718,0.000594365,0.000528347,0.000459072,0.000386967,0.000312476,0.000236059,0.000158186,7.93374e-05,1.22019e-17
0,6.82873e-05,0.000136153,0.00020318,0.000268954,0.00033307,0.000395133,0.000454759,0.000511582,0.00056525,0.000615434,0.000661823,0.000704132,0.000742099,0.000775492,0.000804103,0.000827757,0.000846307,0.000859639,0.000867672,0.000870355,0.000867672,0.000859639,0.000846307,0.000827757,0.000804103,0.000775492,0.000742099,0.000704132,0.000661823,0.000615434,0.00056525,0.000511582,0.000454759,0.000395133,0.00033307,0.000268954,0.00020318,0.000136153,6.82873e-05,1.27195e-17
0,5.83097e-05,0.00011626,0.000173493,0.000229657,0.000284405,0.000337399,0.000388314,0.000436834,0.000482661,0.000525512,0.000565123,0.00060125,0.00063367,0.000662183,0.000686614,0.000706812,0.000722652,0.000734036,0.000740895,0.000743186,0.000740895,0.000734036,0.000722652,0.000706812,0.000686614,0.000662183,0.00063367,0.00060125,0.000565123,0.000525512,0.000482661,0.000436834,0.000388314,0.000337399,0.000284405,0.000229657,0.000173493,0.00011626,5.83097e-05,1.33157e-17
